"USER_ID","YOB","Gender","Income","HouseholdStatus","EducationLevel","Party","Q124742","Q124122","Q123464","Q123621","Q122769","Q122770","Q122771","Q122120","Q121699","Q121700","Q120978","Q121011","Q120379","Q120650","Q120472","Q120194","Q120012","Q120014","Q119334","Q119851","Q119650","Q118892","Q118117","Q118232","Q118233","Q118237","Q117186","Q117193","Q116797","Q116881","Q116953","Q116601","Q116441","Q116448","Q116197","Q115602","Q115777","Q115610","Q115611","Q115899","Q115390","Q114961","Q114748","Q115195","Q114517","Q114386","Q113992","Q114152","Q113583","Q113584","Q113181","Q112478","Q112512","Q112270","Q111848","Q111580","Q111220","Q110740","Q109367","Q108950","Q109244","Q108855","Q108617","Q108856","Q108754","Q108342","Q108343","Q107869","Q107491","Q106993","Q106997","Q106272","Q106388","Q106389","Q106042","Q105840","Q105655","Q104996","Q103293","Q102906","Q102674","Q102687","Q102289","Q102089","Q101162","Q101163","Q101596","Q100689","Q100680","Q100562","Q99982","Q100010","Q99716","Q99581","Q99480","Q98869","Q98578","Q98059","Q98078","Q98197","Q96024","IIncome","IGender","IEducationLevel","IHouseholdStatus","Q98197113181","HasIncome","HasGender","HasHouseholdStatus","HasEducationLevel"
4699,1993,"Female","$25,001 - $50,000","Domestic Partners (no kids)","High School Diploma","Democrat","","Yes","No","No","Yes","Yes","Public","Yes","No","Yes","Yes","No","No","Yes","Science","Try first","No","No","Yes","No","Receiving","Yes","No","Idealist","No","No","Hot headed","Standard hours","","","","","","","","Yes","","Yes","No","","No","Yes","No","Yes","No","TMI","No","No","Tunes","Technology","No","Yes","Yes","Yes","No","Supportive","Yes","PC","Yes","Cautious","No","Yes!","Yes","Socialize","No","Online","No","No","Yes","Yes","Grrr people","No","No","No","No","No","Yes","Yes","","","","","","","","","","","","Yes","Check!","No","No","No","Yes","Yes","No","Yes","No","No","","$25,001 - $50,000","Female","High School Diploma","Domestic Partners (no kids)","No",1,1,1,1
4700,1979,"Female","$75,000 - $100,000","Domestic Partners (no kids)","Doctoral Degree","Democrat","","Yes","No","No","No","No","Private","No","Yes","No","Yes","Yes","Yes","Yes","Art","Study first","Yes","No","No","No","Giving","Yes","No","Idealist","Yes","Yes","Hot headed","Standard hours","No","Right","No","Yes","Yes","No","P.M.","No","Start","No","No","Circumstances","No","Yes","No","Yes","No","Mysterious","No","Yes","Talk","Technology","No","No","Yes","No","Yes","","Yes","PC","Yes","Risk-friendly","Yes","Yes!","No","Socialize","Yes","In-person","Yes","No","Yes","Yes","Grrr people","Yes","Yes","Yes","No","Yes","Yes","No","Yes","No","Yes","Yes","No","Rent","Pessimist","Mom","No","Yes","Yes","Yes","Check!","Yes","No","No","Yes","No","Yes","Yes","Yes","No","No","$75,000 - $100,000","Female","Doctoral Degree","Domestic Partners (no kids)","No",1,1,1,1
4702,1980,"Male","$100,001 - $150,000","Married (no kids)","Current Undergraduate","Democrat","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","TMI","No","","","","","","","","Yes","Supportive","No","PC","","","","","","","","","","","","","","Yes","Yes","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","$100,001 - $150,000","Male","Current Undergraduate","Married (no kids)","",1,1,1,1
4703,1961,"Male","","Married (w/kids)","Associate's Degree","Democrat","","","","","No","No","Public","No","","","","","","","","","","","No","No","Giving","Yes","No","Pragmatist","No","Yes","Hot headed","Odd hours","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","In-person","Yes","","","","","","","","","","","","","","","","","","","","","","","","Nope","Yes","No","No","Yes","","","","","","No","$50,000 - $74,999","Male","Associate's Degree","Married (w/kids)","",0,1,1,1
4704,1995,"Male","over $150,000","Single (no kids)","Current Undergraduate","Republican","","","","","","","","","","","","","","","","Try first","No","Yes","Yes","No","Receiving","Yes","Yes","Idealist","No","No","Cool headed","Odd hours","Yes","Right","No","Yes","No","Yes","A.M.","Yes","End","Yes","No","Me","","No","Yes","Yes","No","TMI","Yes","No","Tunes","Technology","No","No","Yes","No","No","Supportive","No","Mac","No","Risk-friendly","No","Yes!","No","Space","Yes","In-person","Yes","No","Yes","Yes","Yay people!","No","No","No","","No","Yes","No","Yes","No","No","Yes","Yes","Rent","Optimist","Dad","No","Yes","No","Yes","Nope","No","No","No","No","Yes","Yes","Yes","No","Yes","Yes","over $150,000","Male","Current Undergraduate","Single (no kids)","WTF",1,1,1,1
4705,1957,"Female","","Married (w/kids)","Bachelor's Degree","Republican","No","No","No","No","No","Yes","Public","No","No","No","No","Yes","No","Yes","Science","Study first","No","Yes","No","Yes","Giving","Yes","Yes","Idealist","No","No","Cool headed","Standard hours","Yes","Right","Yes","Yes","No","No","P.M.","Yes","End","Yes","Yes","Circumstances","Yes","No","No","No","Yes","Mysterious","Yes","No","Tunes","Technology","Yes","No","Yes","No","Yes","Supportive","Yes","Mac","No","Cautious","No","Yes!","No","Space","No","Online","No","Yes","Yes","Yes","Yay people!","Yes","No","No","Yes","No","Yes","Yes","Yes","Yes","No","Yes","No","Own","Optimist","Dad","Yes","Yes","Yes","Yes","Nope","Yes","No","No","Yes","","No","Yes","Yes","Yes","No","$100,001 - $150,000","Female","Bachelor's Degree","Married (w/kids)","Yes",0,1,1,1
4706,1992,"Male","under $25,000","Single (no kids)","Current Undergraduate","Republican","No","No","Yes","No","Yes","Yes","Private","Yes","Yes","Yes","Yes","No","Yes","Yes","Art","Study first","Yes","No","Yes","Yes","Giving","Yes","No","Idealist","No","Yes","Hot headed","Standard hours","No","Happy","No","Yes","No","Yes","P.M.","Yes","End","Yes","No","Me","Yes","No","No","Yes","No","Mysterious","No","No","Tunes","Technology","No","Yes","Yes","No","No","Supportive","Yes","PC","Yes","Cautious","No","Umm...","No","Space","Yes","In-person","No","No","","Yes","Grrr people","No","No","Yes","Yes","Yes","Yes","No","Yes","No","No","No","No","Rent","Pessimist","Mom","No","Yes","No","Yes","Check!","Yes","No","No","Yes","No","No","Yes","No","No","No","under $25,000","Male","Current Undergraduate","Single (no kids)","No",1,1,1,1
4707,1970,"Male","over $150,000","Domestic Partners (no kids)","Bachelor's Degree","Democrat","","Yes","No","Yes","No","Yes","Private","No","Yes","No","Yes","Yes","No","Yes","Science","Try first","Yes","Yes","Yes","Yes","Giving","Yes","No","Pragmatist","Yes","No","Hot headed","Standard hours","No","Happy","Yes","Yes","Yes","No","P.M.","Yes","Start","Yes","No","Circumstances","Yes","No","Yes","Yes","No","Mysterious","No","No","Talk","Technology","No","Yes","Yes","No","No","Demanding","No","Mac","Yes","Cautious","Yes","","","","","In-person","Yes","No","Yes","Yes","Grrr people","Yes","No","No","No","Yes","Yes","Yes","No","Yes","Yes","Yes","Yes","Rent","Pessimist","Mom","No","No","Yes","No","Check!","Yes","No","No","Yes","No","Yes","Yes","Yes","No","Yes","over $150,000","Male","Bachelor's Degree","Domestic Partners (no kids)","No",1,1,1,1
4708,1985,"Male","$75,000 - $100,000","Married (w/kids)","Bachelor's Degree","Republican","No","Yes","No","Yes","Yes","Yes","Private","Yes","No","No","","Yes","No","Yes","Science","","","","","","","","Yes","","No","No","Cool headed","Odd hours","Yes","Happy","Yes","Yes","Yes","No","P.M.","Yes","Start","Yes","No","Circumstances","Yes","Yes","Yes","Yes","No","Mysterious","No","Yes","Talk","Technology","Yes","No","No","Yes","No","Supportive","No","Mac","Yes","Cautious","No","Yes!","No","Space","No","In-person","No","No","Yes","Yes","Yay people!","Yes","Yes","Yes","Yes","Yes","Yes","No","Yes","No","No","No","No","Own","Optimist","Mom","No","No","No","Yes","Check!","Yes","No","No","Yes","Yes","No","Yes","Yes","Yes","No","$75,000 - $100,000","Male","Bachelor's Degree","Married (w/kids)","Yes",1,1,1,1
4709,1957,"Male","$75,000 - $100,000","Married (no kids)","Bachelor's Degree","Democrat","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Yes","Yes","No","Yes","TMI","Yes","No","Talk","Technology","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","$75,000 - $100,000","Male","Bachelor's Degree","Married (no kids)","",1,1,1,1
4710,1967,"Male","over $150,000","Married (w/kids)","Master's Degree","Democrat","No","No","No","Yes","Yes","Yes","Public","No","Yes","No","Yes","No","Yes","Yes","Science","Try first","Yes","Yes","Yes","No","Giving","No","No","Idealist","No","Yes","Hot headed","Standard hours","Yes","Happy","Yes","Yes","Yes","No","A.M.","Yes","Start","Yes","No","Circumstances","Yes","No","No","Yes","No","Mysterious","No","No","Talk","People","No","No","Yes","No","Yes","Supportive","Yes","Mac","No","Cautious","Yes","Umm...","No","Space","No","In-person","Yes","Yes","Yes","Yes","Grrr people","Yes","No","No","No","No","Yes","Yes","Yes","No","Yes","No","No","Own","Pessimist","Dad","No","Yes","No","Yes","Check!","Yes","No","No","Yes","Yes","Yes","Yes","No","No","Yes","over $150,000","Male","Master's Degree","Married (w/kids)","No",1,1,1,1
4711,1976,"Female","$100,001 - $150,000","Married (w/kids)","Doctoral Degree","Democrat","","","","","","","","","","","","","","","","","","","","","","","No","Pragmatist","No","No","Cool headed","Standard hours","Yes","Right","Yes","Yes","No","Yes","P.M.","Yes","End","Yes","Yes","Circumstances","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No","Check!","Yes","No","No","No","","","","","","","$100,001 - $150,000","Female","Doctoral Degree","Married (w/kids)","",1,1,1,1
4712,1993,"Male","$75,000 - $100,000","Single (no kids)","Current Undergraduate","Republican","","","","","","","","","","","","","","","","","","","No","","","Yes","No","Pragmatist","Yes","No","","","","","","","","","","","","","","","","","","","","","","","Tunes","Technology","No","No","Yes","No","","Supportive","No","Mac","","","","","No","","No","In-person","Yes","No","Yes","Yes","Grrr people","Yes","","","No","No","No","","Yes","No","No","No","Yes","Rent","Pessimist","Dad","Yes","No","Yes","Yes","Nope","Yes","No","No","No","Yes","Yes","Yes","Yes","No","No","$75,000 - $100,000","Male","Current Undergraduate","Single (no kids)","No",1,1,1,1
4713,1991,"Male","under $25,000","Single (no kids)","Current Undergraduate","Republican","","Yes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Yes","Yes","Yes","","","","","","No","","No","","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","under $25,000","Male","Current Undergraduate","Single (no kids)","",1,1,1,1
4714,1976,"Female","$75,000 - $100,000","Single (w/kids)","Doctoral Degree","Democrat","","Yes","No","Yes","","","","","","","Yes","No","","No","Art","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No","Yes","Yes","Yes","Rent","Optimist","Dad","No","Yes","Yes","No","","","","","","","","Yes","","","No","$75,000 - $100,000","Female","Doctoral Degree","Single (w/kids)","",1,1,1,1
4715,1975,"Female","","Married (w/kids)","","Republican","","","","","No","No","Public","No","Yes","No","Yes","Yes","No","Yes","Art","Study first","Yes","No","Yes","No","Giving","","","Pragmatist","No","Yes","Cool headed","Odd hours","No","Happy","No","Yes","Yes","No","A.M.","No","End","Yes","No","Me","No","No","No","Yes","No","TMI","No","No","Tunes","People","No","Yes","No","No","Yes","Supportive","Yes","Mac","Yes","Cautious","Yes","Yes!","No","Socialize","No","","Yes","No","Yes","Yes","Yay people!","","","","No","Yes","No","No","Yes","No","Yes","Yes","No","Rent","","","","","","Yes","Check!","Yes","No","No","No","Yes","Yes","Yes","Yes","No","","$75,000 - $100,000","Female","High School Diploma","Married (w/kids)","No",0,1,1,0
4716,1986,"Male","$50,000 - $74,999","Single (no kids)","Current Undergraduate","Republican","No","No","No","Yes","No","No","Public","Yes","Yes","No","No","Yes","No","Yes","Science","Study first","No","No","Yes","No","Receiving","No","Yes","Idealist","No","No","Cool headed","Standard hours","No","Happy","No","Yes","No","No","P.M.","Yes","Start","Yes","Yes","Me","No","Yes","Yes","Yes","No","Mysterious","Yes","No","Tunes","Technology","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No","No","No","Yes","Rent","Optimist","Mom","No","No","Yes","Yes","Nope","Yes","No","No","Yes","Yes","Yes","Yes","Yes","No","No","$50,000 - $74,999","Male","Current Undergraduate","Single (no kids)","No",1,1,1,1
4717,1970,"Female","","Single (no kids)","Master's Degree","Democrat","","","","","","","","No","Yes","Yes","Yes","No","Yes","Yes","Art","Study first","Yes","","Yes","Yes","Giving","","No","","","","","Odd hours","Yes","Happy","Yes","Yes","No","","","Yes","End","Yes","No","Circumstances","","No","Yes","No","Yes","Mysterious","","No","","","No","Yes","Yes","","Yes","Supportive","Yes","PC","Yes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","under $25,000","Female","Master's Degree","Single (no kids)","No",0,1,1,1
4718,1969,"Male","","Single (no kids)","Bachelor's Degree","Democrat","","","","","","","","","No","No","Yes","","Yes","Yes","Science","Study first","","Yes","","","","","","","","","Cool headed","Odd hours","No","Happy","Yes","No","","","","","","","","","","","","","","","","","Tunes","People","No","No","Yes","Yes","No","Supportive","No","PC","","","","","","","","","","","","","","Yes","Yes","No","Yes","No","","","No","","","","","","Optimist","Dad","Yes","No","No","Yes","Check!","Yes","Yes","No","Yes","Yes","No","Yes","No","No","Yes","$25,001 - $50,000","Male","Bachelor's Degree","Single (no kids)","No",0,1,1,1
4719,1965,"Male","$75,000 - $100,000","Single (no kids)","","Republican","","No","No","Yes","Yes","Yes","Public","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Science","Study first","","Yes","No","","","","Yes","Pragmatist","Yes","No","Hot headed","Standard hours","","Happy","No","","","","A.M.","","Start","","","Me","","","","","","","","","","","","","","Yes","No","","","","Yes","Risk-friendly","No","Umm...","No","Space","No","In-person","No","No","Yes","No","Grrr people","","","","No","","No","","Yes","Yes","Yes","No","Yes","Own","Optimist","Dad","Yes","","","","","","","","Yes","Yes","Yes","Only-child","No","No","Yes","$75,000 - $100,000","Male","Bachelor's Degree","Single (no kids)","No",1,1,1,0
4721,1953,"Female","$100,001 - $150,000","Married (w/kids)","High School Diploma","Democrat","","No","No","No","No","No","Public","Yes","No","No","No","Yes","No","Yes","Art","Try first","Yes","","No","No","Giving","Yes","No","Pragmatist","Yes","Yes","Hot headed","","No","Happy","Yes","Yes","Yes","No","","Yes","Start","Yes","No","Circumstances","Yes","No","Yes","No","No","TMI","No","Yes","Talk","People","Yes","Yes","Yes","No","No","Supportive","No","Mac","Yes","Cautious","No","Yes!","No","Space","No","In-person","No","No","Yes","Yes","Yay people!","Yes","No","No","Yes","No","No","Yes","No","Yes","No","Yes","No","Own","Pessimist","","No","No","Yes","No","Check!","Yes","No","No","No","Yes","Yes","Yes","No","Yes","No","$100,001 - $150,000","Female","High School Diploma","Married (w/kids)","Yes",1,1,1,1
4722,1963,"Male","over $150,000","Married (w/kids)","Master's Degree","Democrat","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Yes","No","Yes","No","Mysterious","Yes","No","Talk","Technology","No","No","Yes","Yes","","","","","","","","","","","","","","","","","","Yes","Yes","Yes","Yes","No","Yes","No","No","Yes","No","No","No","Own","Pessimist","Dad","No","Yes","No","Yes","Nope","Yes","No","Yes","Yes","","","","","","","over $150,000","Male","Master's Degree","Married (w/kids)","No",1,1,1,1
4723,1985,"Male","$25,001 - $50,000","Married (w/kids)","Master's Degree","Republican","Yes","No","No","Yes","No","No","Public","No","","","","","","","","","","","","No","","","No","Pragmatist","No","No","Cool headed","Standard hours","No","Happy","Yes","No","Yes","Yes","P.M.","No","Start","No","No","Circumstances","Yes","Yes","No","No","No","Mysterious","Yes","No","Talk","People","Yes","Yes","Yes","Yes","Yes","Supportive","No","PC","","","","Yes!","","Space","Yes","","","No","Yes","Yes","Grrr people","Yes","Yes","Yes","No","No","No","No","No","No","No","Yes","No","","Pessimist","Dad","Yes","Yes","No","No","Nope","Yes","No","No","Yes","Yes","No","Yes","No","Yes","No","$25,001 - $50,000","Male","Master's Degree","Married (w/kids)","Yes",1,1,1,1
4726,1956,"Male","$75,000 - $100,000","Married (no kids)","","Republican","","Yes","No","Yes","No","Yes","Public","","Yes","No","No","No","No","Yes","","Try first","No","No","No","No","Giving","Yes","No","Pragmatist","No","No","Hot headed","Odd hours","No","Happy","No","Yes","No","Yes","P.M.","No","End","Yes","Yes","Me","Yes","No","Yes","No","Yes","","No","No","Talk","People","No","No","No","","No","Supportive","No","PC","Yes","Risk-friendly","No","Yes!","No","Space","No","","Yes","No","Yes","Yes","Yay people!","Yes","","","Yes","No","Yes","No","Yes","No","No","Yes","No","Rent","Optimist","Mom","Yes","Yes","Yes","Yes","Nope","Yes","No","No","Yes","","No","","No","No","Yes","$75,000 - $100,000","Male","Bachelor's Degree","Married (no kids)","No",1,1,1,0
4727,1979,"Male","$25,001 - $50,000","Married (w/kids)","High School Diploma","Democrat","No","Yes","No","Yes","Yes","No","Public","No","Yes","Yes","Yes","Yes","Yes","Yes","Science","Study first","Yes","Yes","Yes","No","Giving","Yes","No","Pragmatist","Yes","Yes","Hot headed","Odd hours","No","Happy","Yes","Yes","Yes","Yes","A.M.","Yes","Start","No","No","Circumstances","","","No","","No","TMI","No","No","Tunes","People","Yes","Yes","Yes","No","No","Demanding","No","","Yes","Risk-friendly","No","Yes!","No","Space","No","Online","Yes","Yes","Yes","Yes","Grrr people","Yes","No","No","No","Yes","No","No","No","No","Yes","Yes","No","Own","Pessimist","Mom","No","Yes","Yes","Yes","Check!","Yes","No","No","Yes","Yes","No","Yes","No","Yes","Yes","$25,001 - $50,000","Male","High School Diploma","Married (w/kids)","Yes",1,1,1,1
4730,1998,"Male","under $25,000","Single (no kids)","Current K-12","Republican","","No","","No","Yes","No","Public","No","","","","","","","","","","","","","","","Yes","Idealist","No","Yes","Hot headed","Standard hours","No","Happy","Yes","No","No","Yes","P.M.","","","","","","","Yes","Yes","","No","TMI","No","No","Tunes","People","Yes","Yes","Yes","Yes","No","Supportive","","","","","","","","","","In-person","No","No","Yes","Yes","Yay people!","","","","No","No","Yes","Yes","No","Yes","","Yes","Yes","","Optimist","Dad","No","Yes","Yes","Yes","Check!","Yes","No","No","No","Yes","Yes","Yes","No","No","No","under $25,000","Male","Current K-12","Single (no kids)","WTF",1,1,1,1
4731,1978,"Female","$100,001 - $150,000","Married (w/kids)","Associate's Degree","Democrat","","Yes","No","Yes","No","No","Public","No","Yes","No","Yes","Yes","No","Yes","Science","Try first","No","No","Yes","Yes","Receiving","Yes","","","","","","","No","Happy","Yes","No","Yes","Yes","A.M.","Yes","Start","Yes","No","Circumstances","Yes","No","Yes","Yes","No","TMI","No","No","Tunes","Technology","No","Yes","No","No","Yes","Demanding","No","PC","No","Cautious","Yes","Umm...","No","Space","No","Online","Yes","","No","Yes","Grrr people","No","No","Yes","Yes","No","No","No","No","No","Yes","Yes","No","Own","Optimist","Mom","No","Yes","Yes","Yes","Check!","Yes","","No","Yes","Yes","No","Yes","No","No","Yes","$100,001 - $150,000","Female","Associate's Degree","Married (w/kids)","No",1,1,1,1
4732,1987,"Female","over $150,000","Single (no kids)","Bachelor's Degree","Republican","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Tunes","People","No","Yes","Yes","","Yes","Supportive","No","Mac","","","","","","Space","No","","","","","","","","","","","","","","No","No","Yes","Yes","No","","Optimist","Dad","No","No","Yes","Yes","Check!","Yes","No","No","No","Yes","No","","","","Yes","over $150,000","Female","Bachelor's Degree","Single (no kids)","No",1,1,1,1
4733,1993,"Male","$25,001 - $50,000","Single (no kids)","High School Diploma","Democrat","No","","No","No","No","No","Public","No","Yes","No","No","No","Yes","","","Try first","No","No","No","No","Giving","Yes","No","Pragmatist","No","Yes","Hot headed","Odd hours","No","Happy","Yes","Yes","No","Yes","P.M.","Yes","Start","Yes","No","Circumstances","No","No","Yes","No","No","TMI","No","No","Talk","People","No","Yes","Yes","No","Yes","Supportive","No","Mac","Yes","","No","","","","","","","Yes","Yes","No","Yay people!","No","No","Yes","No","No","Yes","No","Yes","No","No","No","No","Rent","Pessimist","","No","No","Yes","Yes","Nope","No","No","No","No","No","Yes","Yes","No","No","No","$25,001 - $50,000","Male","High School Diploma","Single (no kids)","No",1,1,1,1
4736,1992,"Male","$100,001 - $150,000","Single (no kids)","Current Undergraduate","Republican","","","","","","","","","","","","","Yes","Yes","Science","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","$100,001 - $150,000","Male","Current Undergraduate","Single (no kids)","",1,1,1,1
4737,1994,"Female","over $150,000","Single (no kids)","Current Undergraduate","Republican","Yes","Yes","No","No","No","No","Public","Yes","Yes","No","Yes","Yes","Yes","Yes","Science","Study first","No","No","No","No","Receiving","Yes","Yes","Idealist","No","Yes","Hot headed","Odd hours","No","Happy","No","Yes","No","No","P.M.","Yes","Start","Yes","No","Circumstances","Yes","Yes","Yes","Yes","No","TMI","No","No","Tunes","Technology","No","No","No","Yes","Yes","Demanding","No","Mac","Yes","Cautious","No","Umm...","No","Space","No","Online","No","No","Yes","Yes","Yay people!","Yes","No","No","Yes","Yes","Yes","No","Yes","Yes","No","No","No","Own","Pessimist","Mom","No","Yes","Yes","Yes","Nope","Yes","No","No","Yes","Yes","No","Yes","No","No","No","over $150,000","Female","Current Undergraduate","Single (no kids)","No",1,1,1,1
4741,1988,"Male","$50,000 - $74,999","Married (no kids)","Current Undergraduate","Republican","","","Yes","Yes","No","No","Private","No","Yes","No","No","No","Yes","Yes","Science","","","","","","","","","","","","","","","","","","","","","Yes","End","Yes","Yes","Circumstances","Yes","Yes","No","Yes","No","Mysterious","No","Yes","Tunes","Technology","Yes","No","Yes","No","Yes","Supportive","No","Mac","No","Risk-friendly","No","Yes!","No","Space","Yes","In-person","No","No","","Yes","Grrr people","Yes","Yes","No","","","","","","","","","","","Optimist","Dad","No","Yes","Yes","Yes","Check!","No","No","No","Yes","Yes","Yes","Only-child","No","Yes","Yes","$50,000 - $74,999","Male","Current Undergraduate","Married (no kids)","Yes",1,1,1,1
4742,1991,"Male","under $25,000","Single (no kids)","High School Diploma","Democrat","No","","","","","","","","","","","","","","","","","","No","","Receiving","No","Yes","","","","Cool headed","Odd hours","No","Happy","Yes","No","No","Yes","","","","","","","","","","","","","No","","Tunes","Technology","No","Yes","Yes","Yes","No","Supportive","No","PC","Yes","Risk-friendly","No","Umm...","No","Space","No","In-person","No","No","Yes","","","Yes","","","No","No","Yes","","No","","","","No","","","","","","","","","No","","","","","","Yes","Yes","No","","under $25,000","Male","High School Diploma","Single (no kids)","No",1,1,1,1
4744,1986,"Male","$50,000 - $74,999","Married (w/kids)","High School Diploma","Democrat","","","","","No","No","Public","No","Yes","No","Yes","Yes","No","Yes","","","No","Yes","No","No","","Yes","No","","Yes","No","","Odd hours","","","Yes","Yes","Yes","","P.M.","No","","No","Yes","Me","Yes","Yes","Yes","Yes","","TMI","Yes","No","Tunes","","No","No","Yes","","No","","","","","","","","","","","","","","","","","No","","","No","No","No","","No","No","Yes","No","No","Rent","","","No","Yes","No","Yes","Nope","Yes","No","No","Yes","","Yes","Yes","No","No","","$50,000 - $74,999","Male","High School Diploma","Married (w/kids)","No",1,1,1,1
4747,1944,"Female","","Single (no kids)","Bachelor's Degree","Democrat","","","","","","","","","","","No","","","Yes","","","","","","","","Yes","No","","","No","Cool headed","","","Happy","Yes","Yes","Yes","","A.M.","","","","","","","","No","","Yes","","","","","","","","","No","No","","","","","","","","","","","","","","","","","","","","Yes","Yes","No","Yes","","","Yes","Yes","","","","Mom","","","","","","","Yes","No","Yes","","","","","","","over $150,000","Female","Bachelor's Degree","Single (no kids)","",0,1,1,1
4749,1956,"Male","$75,000 - $100,000","Married (w/kids)","High School Diploma","Republican","Yes","Yes","No","Yes","No","Yes","Public","No","Yes","No","No","Yes","No","Yes","Art","Study first","No","No","No","No","Giving","Yes","No","Pragmatist","Yes","Yes","Hot headed","Standard hours","No","Happy","Yes","Yes","Yes","Yes","A.M.","Yes","Start","Yes","Yes","Me","Yes","Yes","No","No","No","Mysterious","Yes","No","Talk","People","No","Yes","Yes","Yes","No","Demanding","No","PC","Yes","Cautious","No","Umm...","No","Space","No","In-person","Yes","No","No","No","Grrr people","Yes","No","Yes","No","No","No","No","Yes","Yes","No","No","No","Own","Pessimist","Dad","Yes","No","Yes","No","Nope","Yes","No","Yes","Yes","Yes","Yes","Yes","No","Yes","","$75,000 - $100,000","Male","High School Diploma","Married (w/kids)","WTF",1,1,1,1
4750,1996,"Male","over $150,000","Single (no kids)","Current K-12","Democrat","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No","Yes","Yes","Yes","","Supportive","","","","Risk-friendly","","Yes!","","","Yes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","over $150,000","Male","Current K-12","Single (no kids)","No",1,1,1,1
4752,1971,"Male","over $150,000","Married (w/kids)","","Republican","No","No","No","Yes","No","No","Public","No","Yes","No","Yes","Yes","Yes","Yes","Art","Study first","No","Yes","Yes","No","Giving","No","No","Pragmatist","No","Yes","Cool headed","Odd hours","No","Happy","Yes","Yes","No","No","P.M.","Yes","End","Yes","Yes","Me","No","Yes","Yes","No","No","TMI","No","No","Tunes","Technology","Yes","No","No","No","No","Supportive","Yes","Mac","No","Risk-friendly","No","Yes!","No","Socialize","No","In-person","No","Yes","Yes","Yes","Yay people!","Yes","No","Yes","Yes","Yes","No","No","No","Yes","Yes","No","Yes","Own","Optimist","Dad","No","No","No","Yes","Check!","Yes","No","No","Yes","Yes","Yes","Yes","No","Yes","Yes","over $150,000","Male","Bachelor's Degree","Married (w/kids)","Yes",1,1,1,0
4753,1941,"Male","$50,000 - $74,999","Married (w/kids)","","Democrat","","","","No","No","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Talk","Technology","Yes","No","Yes","Yes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","$50,000 - $74,999","Male","Bachelor's Degree","Married (w/kids)","Yes",1,1,1,0
4754,1963,"Female","$50,000 - $74,999","Single (w/kids)","Master's Degree","Democrat","","Yes","No","Yes","No","No","Public","Yes","Yes","No","Yes","No","Yes","Yes","Science","Study first","Yes","Yes","","Yes","Giving","","Yes","Idealist","Yes","Yes","","","","","","","","","","Yes","End","Yes","No","","No","No","No","No","Yes","TMI","No","Yes","","","","","","","","Demanding","Yes","PC","Yes","Cautious","Yes","Yes!","Yes","Space","No","","","","Yes","Yes","Grrr people","Yes","Yes","No","Yes","No","Yes","No","","","","","","","Optimist","Dad","","Yes","No","Yes","Check!","Yes","Yes","No","Yes","","No","Yes","No","Yes","","$50,000 - $74,999","Female","Master's Degree","Single (w/kids)","Yes",1,1,1,1
4755,1983,"Female","$50,000 - $74,999","Single (w/kids)","Bachelor's Degree","Democrat","Yes","No","No","Yes","","","","","Yes","No","No","Yes","","","","","Yes","Yes","No","No","Giving","Yes","No","Idealist","Yes","Yes","Cool headed","Odd hours","No","Happy","No","Yes","No","Yes","P.M.","No","Start","Yes","No","Me","","","","","Yes","TMI","","","Talk","People","No","","","No","No","Supportive","No","Mac","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No","Yes","","","","","","","$50,000 - $74,999","Female","Bachelor's Degree","Single (w/kids)","No",1,1,1,1
