"USER_ID","Income","Gender","HouseholdStatus","EducationLevel","Q109244","Q114152","Q115611","Q118232","Q98197","Q116953","Q117193"
4095,"$25,001 - $50,000","Male","Single (no kids)","Bachelor's Degree","No","","","Pragmatist","No","Yes","Odd hours"
4096,"$75,000 - $100,000","Female","Single (no kids)","Current Undergraduate","Yes","Yes","No","Pragmatist","No","No","Odd hours"
4100,"$100,001 - $150,000","Female","Single (no kids)","Current Undergraduate","Yes","No","No","","No","","Odd hours"
4107,"","","Single (no kids)","Current K-12","","","Yes","","","Yes",""
4116,"under $25,000","Male","Single (no kids)","High School Diploma","No","No","No","Idealist","Yes","No","Standard hours"
4118,"$50,000 - $74,999","Male","Single (no kids)","Associate's Degree","No","","Yes","Pragmatist","No","",""
4120,"under $25,000","Male","Single (no kids)","High School Diploma","","","","","No","",""
4123,"$75,000 - $100,000","Female","Single (no kids)","Current K-12","Yes","No","No","Pragmatist","No","No","Standard hours"
4125,"","","Single (no kids)","Bachelor's Degree","No","No","No","Pragmatist","No","No",""
4130,"$25,001 - $50,000","Male","Married (w/kids)","High School Diploma","No","No","No","Idealist","","Yes",""
4136,"$25,001 - $50,000","Male","Married (no kids)","Associate's Degree","No","Yes","Yes","","Yes","",""
4137,"under $25,000","Male","Single (no kids)","Current K-12","No","No","No","","Yes","Yes","Odd hours"
4145,"$50,000 - $74,999","Male","Single (no kids)","Current Undergraduate","","","No","Pragmatist","","Yes","Odd hours"
4164,"$100,001 - $150,000","Male","Single (no kids)","Current Undergraduate","Yes","No","No","Pragmatist","Yes","Yes","Odd hours"
4173,"$75,000 - $100,000","Male","Married (no kids)","Bachelor's Degree","No","No","Yes","Pragmatist","No","No","Standard hours"
4175,"$25,001 - $50,000","Female","Married (no kids)","Bachelor's Degree","No","Yes","No","Pragmatist","Yes","No",""
4184,"","Male","","","No","","No","","No","Yes","Odd hours"
4189,"","Male","Single (no kids)","","","","","","","",""
4202,"$100,001 - $150,000","Male","Married (w/kids)","Master's Degree","","","","","","",""
4204,"$50,000 - $74,999","Female","Domestic Partners (w/kids)","High School Diploma","No","No","No","Idealist","No","Yes","Odd hours"
4205,"under $25,000","Male","Single (no kids)","Current K-12","No","Yes","","Idealist","","",""
4207,"","","Single (no kids)","Associate's Degree","","","","","","",""
4209,"$25,001 - $50,000","Male","Married (no kids)","Bachelor's Degree","","","","","","",""
4216,"$50,000 - $74,999","Female","Married (w/kids)","Associate's Degree","","","","","","",""
4219,"$75,000 - $100,000","Female","Married (w/kids)","","No","Yes","Yes","Pragmatist","Yes","Yes","Odd hours"
4226,"$75,000 - $100,000","Male","Married (no kids)","Current Undergraduate","No","No","Yes","","","Yes","Standard hours"
4230,"$50,000 - $74,999","Male","Married (w/kids)","Bachelor's Degree","No","No","No","Idealist","Yes","Yes","Odd hours"
4231,"$50,000 - $74,999","Male","Married (no kids)","Bachelor's Degree","No","Yes","No","Pragmatist","Yes","Yes","Standard hours"
4235,"$25,001 - $50,000","Male","Single (no kids)","Current K-12","","","Yes","Idealist","Yes","No","Standard hours"
4243,"$50,000 - $74,999","Male","Single (no kids)","Current K-12","No","","No","","","Yes",""
4246,"under $25,000","Female","Single (no kids)","Current K-12","No","","No","","No","Yes","Standard hours"
4249,"","Male","Single (no kids)","Current Undergraduate","","","No","","No","","Odd hours"
4255,"$25,001 - $50,000","Male","Married (w/kids)","Bachelor's Degree","No","","","","Yes","No","Odd hours"
4261,"$25,001 - $50,000","Male","Single (no kids)","Bachelor's Degree","No","No","Yes","Pragmatist","No","No","Odd hours"
4262,"","Female","Married (w/kids)","","","Yes","","","","","Standard hours"
4274,"$25,001 - $50,000","Female","Domestic Partners (no kids)","Master's Degree","Yes","Yes","No","","No","Yes",""
4275,"under $25,000","Female","Single (no kids)","Current Undergraduate","Yes","","No","Idealist","No","Yes",""
4277,"$25,001 - $50,000","Male","Single (no kids)","Associate's Degree","","No","Yes","","","Yes","Odd hours"
4279,"$100,001 - $150,000","Female","Single (no kids)","Current Undergraduate","No","","","","","",""
4288,"$50,000 - $74,999","Male","Married (w/kids)","Associate's Degree","Yes","Yes","Yes","Idealist","","No","Standard hours"
4293,"under $25,000","Male","Single (no kids)","High School Diploma","No","Yes","Yes","Pragmatist","Yes","Yes","Odd hours"
4302,"$100,001 - $150,000","Male","Single (no kids)","Current K-12","No","Yes","Yes","Idealist","","No","Standard hours"
4307,"$25,001 - $50,000","Male","Single (no kids)","Bachelor's Degree","","","","Idealist","No","Yes","Odd hours"
4309,"$25,001 - $50,000","Male","Domestic Partners (no kids)","Associate's Degree","","","","","","",""
4316,"","Male","","Current Undergraduate","No","","","","Yes","",""
4317,"over $150,000","Male","Married (w/kids)","Master's Degree","","Yes","Yes","Idealist","","No","Standard hours"
4326,"","Male","","","No","","No","Pragmatist","Yes","Yes",""
4329,"$100,001 - $150,000","Female","Married (w/kids)","","Yes","No","Yes","Pragmatist","No","No","Standard hours"
4331,"$75,000 - $100,000","Male","Married (no kids)","Bachelor's Degree","Yes","Yes","Yes","Pragmatist","Yes","Yes","Odd hours"
4332,"","Male","Single (no kids)","","No","No","No","Idealist","Yes","Yes","Standard hours"
4338,"$50,000 - $74,999","Female","Single (no kids)","Current K-12","No","No","No","Pragmatist","No","Yes","Standard hours"
4346,"$50,000 - $74,999","Female","","Bachelor's Degree","Yes","No","No","Pragmatist","No","Yes","Odd hours"
4351,"under $25,000","Male","Single (no kids)","High School Diploma","No","No","Yes","Idealist","No","Yes","Odd hours"
4359,"$25,001 - $50,000","Male","Single (no kids)","Current Undergraduate","No","No","No","Idealist","Yes","Yes","Odd hours"
4362,"$75,000 - $100,000","Male","Domestic Partners (no kids)","Master's Degree","No","Yes","Yes","Idealist","Yes","No","Standard hours"
4366,"$25,001 - $50,000","Male","Married (w/kids)","High School Diploma","Yes","Yes","Yes","Pragmatist","Yes","No","Odd hours"
4368,"$75,000 - $100,000","Female","Single (no kids)","Current K-12","Yes","No","No","Idealist","No","No","Standard hours"
4375,"","Female","Single (no kids)","Current K-12","Yes","No","No","","No","Yes","Standard hours"
4377,"","Female","Single (no kids)","","Yes","No","Yes","Idealist","No","Yes",""
4387,"$75,000 - $100,000","Male","Married (no kids)","Doctoral Degree","","","","Pragmatist","","Yes","Standard hours"
4388,"$50,000 - $74,999","","Single (no kids)","","No","","Yes","","No","No","Odd hours"
4395,"$75,000 - $100,000","","Married (w/kids)","Bachelor's Degree","","","No","","Yes","",""
4398,"$25,001 - $50,000","Female","Single (w/kids)","Master's Degree","No","Yes","No","Pragmatist","Yes","Yes","Standard hours"
4401,"$100,001 - $150,000","Male","Married (w/kids)","Associate's Degree","No","Yes","No","Pragmatist","Yes","Yes","Standard hours"
4405,"$75,000 - $100,000","Female","Married (w/kids)","Bachelor's Degree","Yes","No","No","Pragmatist","Yes","Yes","Standard hours"
4410,"$75,000 - $100,000","Male","Married (w/kids)","Current K-12","No","No","Yes","Pragmatist","No","No","Standard hours"
4413,"$100,001 - $150,000","Male","Single (w/kids)","Master's Degree","No","Yes","Yes","Idealist","Yes","Yes","Standard hours"
4417,"over $150,000","Female","Married (w/kids)","Master's Degree","","Yes","Yes","Idealist","","Yes","Standard hours"
4425,"$25,001 - $50,000","Female","Domestic Partners (no kids)","Associate's Degree","No","No","Yes","Idealist","","Yes","Odd hours"
4428,"","Male","Single (no kids)","Current Undergraduate","","","No","Pragmatist","Yes","Yes","Odd hours"
4435,"$100,001 - $150,000","Male","Married (no kids)","Bachelor's Degree","No","Yes","Yes","Idealist","No","Yes","Standard hours"
4436,"under $25,000","Male","Single (no kids)","Current K-12","No","No","No","Idealist","No","Yes","Odd hours"
4441,"$75,000 - $100,000","Male","Married (w/kids)","Associate's Degree","No","No","Yes","Idealist","Yes","Yes","Standard hours"
4444,"$50,000 - $74,999","Male","Married (w/kids)","Associate's Degree","No","No","No","Idealist","No","Yes","Odd hours"
4454,"$25,001 - $50,000","Male","Married (w/kids)","Bachelor's Degree","No","No","No","Pragmatist","No","Yes","Standard hours"
4463,"$75,000 - $100,000","Female","Married (no kids)","Master's Degree","No","Yes","No","Pragmatist","Yes","Yes","Standard hours"
4471,"$50,000 - $74,999","Female","Domestic Partners (no kids)","Master's Degree","Yes","No","Yes","Idealist","Yes","Yes","Standard hours"
4475,"under $25,000","Female","Single (no kids)","Current Undergraduate","","","","","","","Odd hours"
4481,"$50,000 - $74,999","Female","Single (no kids)","Associate's Degree","No","No","No","Idealist","No","Yes","Odd hours"
4486,"","Female","Married (w/kids)","Current Undergraduate","No","No","No","Idealist","No","No","Odd hours"
4490,"over $150,000","Female","Married (w/kids)","Master's Degree","Yes","No","No","Idealist","Yes","",""
4493,"$50,000 - $74,999","","Single (w/kids)","Current Undergraduate","No","No","Yes","Idealist","Yes","Yes","Odd hours"
4494,"$75,000 - $100,000","","Domestic Partners (no kids)","Bachelor's Degree","","","","","","Yes","Odd hours"
4500,"$100,001 - $150,000","Female","Single (no kids)","Doctoral Degree","Yes","Yes","No","Pragmatist","","No","Standard hours"
4503,"under $25,000","Male","Single (no kids)","Current Undergraduate","No","No","Yes","Idealist","Yes","Yes","Odd hours"
4518,"","Male","Married (no kids)","","No","No","Yes","","No","Yes","Odd hours"
4522,"under $25,000","Male","Single (no kids)","Current K-12","No","No","No","Pragmatist","No","Yes","Odd hours"
4527,"$50,000 - $74,999","Male","Married (w/kids)","Current Undergraduate","Yes","No","No","Pragmatist","No","Yes","Standard hours"
4532,"$75,000 - $100,000","Male","Married (w/kids)","Associate's Degree","No","","Yes","","No","Yes","Odd hours"
4535,"over $150,000","Male","Single (no kids)","Bachelor's Degree","No","Yes","Yes","Pragmatist","No","No","Standard hours"
4541,"$25,001 - $50,000","Male","Single (no kids)","Bachelor's Degree","No","","No","","Yes","","Standard hours"
4549,"","Male","Married (w/kids)","","","","No","","","Yes",""
4551,"$75,000 - $100,000","Female","Married (no kids)","","No","No","No","Pragmatist","No","Yes","Standard hours"
4557,"$25,001 - $50,000","Female","Single (no kids)","Current K-12","Yes","No","No","","No","No","Odd hours"
4559,"over $150,000","Male","Single (no kids)","Current K-12","Yes","No","No","Pragmatist","No","No","Standard hours"
4562,"under $25,000","Male","Single (no kids)","","No","No","No","Pragmatist","","No","Odd hours"
4564,"$75,000 - $100,000","Male","Married (w/kids)","Bachelor's Degree","No","No","No","Pragmatist","No","Yes","Standard hours"
4566,"","Male","Married (no kids)","Bachelor's Degree","No","","","","Yes","",""
4567,"$75,000 - $100,000","Male","Married (w/kids)","Associate's Degree","No","","Yes","Idealist","No","No","Standard hours"
4568,"over $150,000","Male","Married (w/kids)","Bachelor's Degree","","","","","","",""
4577,"","Female","Married (w/kids)","","","No","","","","",""
4580,"","Female","","","","","","","","",""
4586,"","Female","","Master's Degree","","Yes","No","Idealist","No","Yes","Standard hours"
4587,"","Female","Single (no kids)","","Yes","No","No","Pragmatist","Yes","No","Standard hours"
4596,"$50,000 - $74,999","Female","Single (no kids)","Associate's Degree","Yes","Yes","No","Pragmatist","Yes","Yes","Standard hours"
4597,"$75,000 - $100,000","Female","Married (w/kids)","Bachelor's Degree","No","No","No","Pragmatist","Yes","",""
4611,"$100,001 - $150,000","Male","Single (no kids)","Current K-12","","Yes","No","Pragmatist","No","Yes","Standard hours"
4625,"$25,001 - $50,000","Female","Married (w/kids)","Associate's Degree","No","Yes","No","Idealist","Yes","Yes","Odd hours"
4629,"$50,000 - $74,999","","Single (no kids)","","","","","","No","",""
4634,"","Male","Single (no kids)","Master's Degree","Yes","No","No","Pragmatist","No","Yes","Standard hours"
4640,"$100,001 - $150,000","Male","Married (w/kids)","","No","Yes","No","Pragmatist","No","Yes","Odd hours"
4644,"","Male","Single (no kids)","Current K-12","","","","","","",""
4646,"$75,000 - $100,000","Male","Married (no kids)","Bachelor's Degree","No","No","Yes","Pragmatist","No","Yes","Odd hours"
4651,"$75,000 - $100,000","Male","Married (w/kids)","Current Undergraduate","No","No","Yes","Pragmatist","No","No","Standard hours"
4655,"over $150,000","Male","Married (w/kids)","Bachelor's Degree","No","","","","","",""
4657,"$25,001 - $50,000","Male","Single (no kids)","High School Diploma","No","Yes","Yes","Pragmatist","Yes","No","Standard hours"
4663,"$75,000 - $100,000","Male","Single (no kids)","Current Undergraduate","Yes","","No","","No","Yes","Standard hours"
4666,"$50,000 - $74,999","Female","Single (no kids)","Bachelor's Degree","","","No","","","Yes","Standard hours"
4669,"$25,001 - $50,000","Female","Married (w/kids)","Bachelor's Degree","","No","No","","No","Yes","Odd hours"
4672,"$75,000 - $100,000","Male","Single (no kids)","Current Undergraduate","No","No","No","Pragmatist","Yes","Yes","Standard hours"
4676,"$50,000 - $74,999","Female","Single (no kids)","Current K-12","No","Yes","No","Idealist","Yes","No","Standard hours"
4681,"","","","","Yes","Yes","No","Pragmatist","No","Yes","Standard hours"
4683,"under $25,000","Male","Single (no kids)","High School Diploma","No","No","Yes","Idealist","No","Yes","Standard hours"
4720,"","Female","Single (no kids)","Current K-12","Yes","Yes","No","Idealist","No","Yes","Standard hours"
4724,"$100,001 - $150,000","Male","Married (w/kids)","Bachelor's Degree","","Yes","Yes","","","",""
4725,"","Male","Single (w/kids)","Bachelor's Degree","","","","","","",""
4729,"$100,001 - $150,000","Female","Single (no kids)","Current K-12","No","No","No","Idealist","No","No","Standard hours"
4738,"over $150,000","Female","Married (w/kids)","Associate's Degree","","","","","","",""
4739,"$100,001 - $150,000","Female","Single (no kids)","Bachelor's Degree","No","No","No","Pragmatist","No","Yes","Standard hours"
4740,"$25,001 - $50,000","Male","Single (no kids)","High School Diploma","","No","No","","","No","Odd hours"
4743,"$100,001 - $150,000","Female","Married (w/kids)","Bachelor's Degree","No","No","Yes","Pragmatist","Yes","",""
4745,"over $150,000","Female","Married (w/kids)","Bachelor's Degree","No","","","Pragmatist","","Yes","Standard hours"
4746,"$75,000 - $100,000","Female","Married (w/kids)","High School Diploma","No","No","Yes","Pragmatist","No","Yes","Standard hours"
4751,"","Female","Single (no kids)","","No","","","Pragmatist","Yes","","Standard hours"
4763,"under $25,000","Male","Single (no kids)","Current Undergraduate","No","No","Yes","Idealist","Yes","No","Odd hours"
4766,"$100,001 - $150,000","Female","Single (w/kids)","Master's Degree","","","","","","","Standard hours"
4770,"$75,000 - $100,000","Male","Single (no kids)","Current K-12","","","No","Pragmatist","","Yes","Odd hours"
4771,"over $150,000","Female","Married (w/kids)","Bachelor's Degree","No","","","","","",""
4778,"$75,000 - $100,000","Male","Single (no kids)","Current K-12","","","No","","No","No","Standard hours"
4786,"","Male","","Master's Degree","No","No","Yes","Idealist","No","Yes","Standard hours"
4788,"$75,000 - $100,000","Male","Single (no kids)","Current K-12","No","No","No","","Yes","Yes","Standard hours"
4793,"$50,000 - $74,999","Male","Single (w/kids)","Associate's Degree","","No","","","No","",""
4810,"$25,001 - $50,000","Male","Single (no kids)","Current Undergraduate","","","No","","","",""
4811,"$75,000 - $100,000","Female","Single (no kids)","","","Yes","","","","",""
4814,"$75,000 - $100,000","Male","Married (w/kids)","Bachelor's Degree","No","No","No","Pragmatist","Yes","Yes","Odd hours"
4820,"","","Married (w/kids)","Bachelor's Degree","No","Yes","No","Pragmatist","No","Yes",""
4821,"","Female","Single (no kids)","Bachelor's Degree","No","No","","","No","",""
4823,"$100,001 - $150,000","Female","Married (w/kids)","Bachelor's Degree","No","No","Yes","Pragmatist","Yes","Yes","Standard hours"
4829,"$100,001 - $150,000","Female","Married (w/kids)","High School Diploma","","No","No","","Yes","No","Standard hours"
4830,"over $150,000","Male","Domestic Partners (no kids)","Bachelor's Degree","Yes","","","","","",""
4834,"$25,001 - $50,000","Male","Married (no kids)","Bachelor's Degree","Yes","No","No","Pragmatist","Yes","Yes","Standard hours"
4854,"over $150,000","Male","Single (no kids)","Current K-12","","","","","","",""
4860,"","Male","Married (w/kids)","","No","No","No","Pragmatist","Yes","No","Odd hours"
4868,"$75,000 - $100,000","Female","Single (no kids)","Master's Degree","","","","","","",""
4873,"over $150,000","Male","Married (w/kids)","Master's Degree","No","No","No","Pragmatist","No","Yes","Standard hours"
4875,"over $150,000","Female","Single (no kids)","Current Undergraduate","","","","Pragmatist","No","",""
4877,"over $150,000","Male","Single (no kids)","High School Diploma","","","","","","",""
4879,"over $150,000","Female","Single (no kids)","Bachelor's Degree","Yes","Yes","No","Idealist","No","Yes","Standard hours"
4882,"$50,000 - $74,999","Female","Single (no kids)","Associate's Degree","Yes","No","No","Pragmatist","Yes","No","Standard hours"
4888,"under $25,000","Male","Single (no kids)","Current Undergraduate","","","","","","",""
4891,"","Female","Single (no kids)","Current Undergraduate","No","No","","","No","",""
4893,"$100,001 - $150,000","Male","Single (no kids)","Current Undergraduate","","Yes","Yes","Idealist","No","",""
4899,"under $25,000","Male","Single (no kids)","","","No","No","","","",""
4902,"","Male","","Current K-12","No","No","No","Pragmatist","Yes","Yes","Odd hours"
4905,"$25,001 - $50,000","Female","Single (no kids)","Current Undergraduate","No","Yes","","","","",""
4906,"$100,001 - $150,000","Male","Married (w/kids)","","Yes","No","","","","Yes","Standard hours"
4917,"$50,000 - $74,999","Female","Married (w/kids)","Bachelor's Degree","","Yes","Yes","Pragmatist","No","Yes","Standard hours"
4920,"$100,001 - $150,000","Male","Single (no kids)","Current Undergraduate","No","No","No","Pragmatist","No","Yes","Standard hours"
4923,"$25,001 - $50,000","Female","Single (no kids)","Current K-12","","","","Pragmatist","No","No","Standard hours"
4935,"$75,000 - $100,000","Female","Married (w/kids)","Bachelor's Degree","Yes","No","No","Pragmatist","Yes","Yes","Standard hours"
4938,"$100,001 - $150,000","Male","","Current K-12","","No","Yes","","No","",""
4939,"","Female","Single (no kids)","High School Diploma","No","No","No","","","No",""
4950,"under $25,000","Female","Single (no kids)","High School Diploma","Yes","","","","No","No",""
4960,"$100,001 - $150,000","Male","Single (no kids)","Current Undergraduate","No","No","No","Pragmatist","No","No","Odd hours"
4961,"$25,001 - $50,000","Female","Single (no kids)","Bachelor's Degree","Yes","Yes","No","Pragmatist","Yes","No","Odd hours"
4963,"$100,001 - $150,000","Female","Domestic Partners (no kids)","Associate's Degree","Yes","No","No","Idealist","","Yes","Odd hours"
4967,"$100,001 - $150,000","Male","Married (w/kids)","High School Diploma","","","","","","",""
4971,"","Male","Domestic Partners (no kids)","Doctoral Degree","No","No","No","Pragmatist","Yes","Yes","Odd hours"
4980,"$25,001 - $50,000","Male","Single (no kids)","Doctoral Degree","No","No","No","Pragmatist","No","Yes","Odd hours"
4991,"$50,000 - $74,999","Female","Single (no kids)","Current K-12","No","","","","No","","Standard hours"
4993,"$50,000 - $74,999","Male","Single (no kids)","Current K-12","","","","","","",""
4995,"","Male","","","","","","","Yes","",""
5000,"under $25,000","Male","Single (no kids)","Bachelor's Degree","No","No","No","Pragmatist","No","Yes","Standard hours"
5002,"under $25,000","Male","Single (no kids)","Current K-12","No","Yes","Yes","Idealist","Yes","No","Standard hours"
5003,"under $25,000","Female","Single (no kids)","Bachelor's Degree","Yes","","","","","","Odd hours"
5008,"$25,001 - $50,000","Female","Single (no kids)","Bachelor's Degree","No","","","","Yes","",""
5011,"over $150,000","Male","Single (no kids)","Bachelor's Degree","No","No","Yes","","","No","Standard hours"
5021,"over $150,000","Male","Married (w/kids)","High School Diploma","No","Yes","No","Pragmatist","","Yes","Standard hours"
5023,"","","Married (w/kids)","","","","","","","",""
5030,"","Female","","","","","","","Yes","",""
5031,"over $150,000","Male","Married (no kids)","Master's Degree","","","","","","",""
5038,"$50,000 - $74,999","Male","Married (no kids)","Associate's Degree","","Yes","No","","","No","Standard hours"
5047,"$75,000 - $100,000","Female","Single (no kids)","Master's Degree","","","No","","","",""
5052,"$50,000 - $74,999","Female","","High School Diploma","","","No","","","Yes","Odd hours"
5058,"","Female","","Current K-12","No","","Yes","","","No","Standard hours"
5059,"","Female","","Current K-12","Yes","","","","","",""
5060,"$100,001 - $150,000","Male","Married (w/kids)","Bachelor's Degree","","","No","","","No","Standard hours"
5062,"$100,001 - $150,000","Male","Married (no kids)","Doctoral Degree","Yes","Yes","Yes","Idealist","Yes","Yes","Odd hours"
5067,"over $150,000","Female","Married (no kids)","Bachelor's Degree","","","No","","","Yes","Odd hours"
5072,"$100,001 - $150,000","Female","Married (w/kids)","Bachelor's Degree","","","","","Yes","",""
5079,"under $25,000","Female","Single (no kids)","Current Undergraduate","No","","","Pragmatist","No","No","Odd hours"
5080,"","Female","Married (no kids)","Bachelor's Degree","Yes","Yes","No","","No","Yes","Odd hours"
5081,"","Female","Domestic Partners (no kids)","Bachelor's Degree","","No","No","","No","",""
5084,"","Male","Single (no kids)","Current Undergraduate","No","No","No","Pragmatist","No","Yes","Standard hours"
5087,"$100,001 - $150,000","Female","Married (w/kids)","Associate's Degree","","No","No","","","Yes","Standard hours"
5093,"$75,000 - $100,000","Male","Married (w/kids)","Bachelor's Degree","","","","","","",""
5097,"over $150,000","Male","Single (w/kids)","Current K-12","No","No","No","Pragmatist","No","No","Standard hours"
5098,"under $25,000","Male","Single (no kids)","High School Diploma","","","","","","","Standard hours"
5104,"$25,001 - $50,000","Female","Single (no kids)","Bachelor's Degree","No","No","","","Yes","",""
5109,"under $25,000","Male","Single (no kids)","Current Undergraduate","No","No","No","Pragmatist","No","Yes","Standard hours"
5122,"","Female","Single (no kids)","","","","","","","",""
5130,"","Female","","Master's Degree","","","","","","",""
5131,"$50,000 - $74,999","Female","Married (w/kids)","Associate's Degree","","","No","Pragmatist","Yes","Yes","Odd hours"
5134,"$100,001 - $150,000","Male","Married (w/kids)","Master's Degree","No","","No","Pragmatist","","",""
5143,"$75,000 - $100,000","Male","Single (no kids)","Current K-12","","No","Yes","Idealist","No","",""
5155,"under $25,000","Male","Single (no kids)","Current K-12","No","","","","Yes","",""
5156,"$75,000 - $100,000","Male","Married (w/kids)","Master's Degree","","Yes","Yes","","","",""
5157,"$100,001 - $150,000","Male","Married (w/kids)","Bachelor's Degree","No","No","Yes","Pragmatist","Yes","",""
5169,"$25,001 - $50,000","Female","Married (w/kids)","High School Diploma","","","","Idealist","","",""
5175,"under $25,000","Female","Married (no kids)","","","","Yes","Idealist","","No","Odd hours"
5176,"$25,001 - $50,000","Male","Single (no kids)","Current K-12","No","No","Yes","","Yes","Yes","Odd hours"
5177,"$50,000 - $74,999","Male","Single (no kids)","Bachelor's Degree","No","No","","","No","",""
5179,"$100,001 - $150,000","Male","Single (no kids)","Current Undergraduate","","","Yes","","","",""
5181,"$100,001 - $150,000","Male","Domestic Partners (no kids)","Bachelor's Degree","No","Yes","Yes","Pragmatist","No","No","Standard hours"
5183,"","Female","Married (w/kids)","Associate's Degree","No","Yes","No","Idealist","No","",""
5191,"under $25,000","Female","Single (no kids)","Bachelor's Degree","","","","","No","","Odd hours"
5200,"","Male","Single (no kids)","Current K-12","","","","","","",""
5204,"under $25,000","Male","Single (no kids)","Current K-12","Yes","","No","Idealist","","No","Standard hours"
5209,"$75,000 - $100,000","Female","Married (w/kids)","","","","","Idealist","","",""
5215,"$50,000 - $74,999","Female","Married (no kids)","Doctoral Degree","Yes","No","No","Idealist","No","No","Odd hours"
5217,"$100,001 - $150,000","Male","Single (no kids)","Current K-12","No","No","No","Idealist","No","Yes","Odd hours"
5225,"","Female","Single (no kids)","Current K-12","No","No","No","","Yes","",""
5227,"$25,001 - $50,000","Male","Single (w/kids)","Associate's Degree","","No","Yes","Pragmatist","","No",""
5246,"","Male","Single (no kids)","Associate's Degree","","","No","","","","Odd hours"
5254,"$25,001 - $50,000","Male","Single (no kids)","Bachelor's Degree","","","","","","",""
5255,"over $150,000","Male","Married (w/kids)","Master's Degree","","","","","","",""
5256,"under $25,000","Male","Single (no kids)","Current Undergraduate","","Yes","","","","",""
5262,"under $25,000","","Single (no kids)","Current K-12","","","No","Pragmatist","","No",""
5263,"$75,000 - $100,000","Male","Married (w/kids)","Bachelor's Degree","No","","","","","",""
5266,"over $150,000","Male","Married (w/kids)","Bachelor's Degree","No","No","","Pragmatist","","",""
5269,"","Female","Single (no kids)","Master's Degree","Yes","","No","","","","Odd hours"
5270,"","Male","","Current K-12","No","No","No","Idealist","No","No","Standard hours"
5276,"over $150,000","Male","Married (no kids)","Bachelor's Degree","","","","","Yes","",""
5301,"","Male","","Master's Degree","","","No","","","",""
5306,"over $150,000","Female","Single (no kids)","","","","","","","",""
5312,"$25,001 - $50,000","Male","Single (w/kids)","High School Diploma","No","No","Yes","Pragmatist","No","Yes","Standard hours"
5313,"$25,001 - $50,000","Female","Single (no kids)","High School Diploma","","","","","","",""
5322,"","Female","Married (no kids)","High School Diploma","No","","Yes","","Yes","Yes","Standard hours"
5331,"$25,001 - $50,000","Female","Single (no kids)","Current Undergraduate","No","","No","Idealist","No","Yes",""
5332,"","Female","Single (w/kids)","Associate's Degree","","Yes","No","","","",""
5333,"over $150,000","Male","Single (no kids)","Master's Degree","","","","","","No",""
5335,"$100,001 - $150,000","Male","Single (no kids)","Current Undergraduate","","Yes","","Pragmatist","No","Yes",""
5339,"under $25,000","Female","Single (no kids)","Current Undergraduate","","","","","","",""
5342,"","","Single (no kids)","Current K-12","","","","","","",""
5343,"under $25,000","Male","Married (w/kids)","High School Diploma","No","No","No","","No","No","Odd hours"
5347,"$25,001 - $50,000","Female","Single (no kids)","Bachelor's Degree","No","","","Idealist","No","",""
5349,"over $150,000","Male","Married (w/kids)","Associate's Degree","No","Yes","Yes","Pragmatist","","Yes","Odd hours"
5352,"$100,001 - $150,000","Male","Married (no kids)","Bachelor's Degree","No","No","Yes","","Yes","Yes","Standard hours"
5353,"$25,001 - $50,000","Male","Married (w/kids)","","","","No","Idealist","","No","Odd hours"
5355,"$50,000 - $74,999","Male","Married (no kids)","Bachelor's Degree","Yes","No","No","Pragmatist","No","Yes","Standard hours"
5360,"under $25,000","Female","Single (w/kids)","Associate's Degree","","","Yes","","Yes","",""
5368,"$25,001 - $50,000","Female","Single (no kids)","Current Undergraduate","","","","","No","",""
5369,"","Male","","Current K-12","","","","","Yes","","Standard hours"
5372,"$100,001 - $150,000","Female","Single (no kids)","Current K-12","No","No","No","Idealist","No","Yes","Odd hours"
5375,"$100,001 - $150,000","Female","Married (w/kids)","Associate's Degree","No","No","No","","Yes","Yes","Standard hours"
5380,"under $25,000","Male","Single (no kids)","Current Undergraduate","No","No","Yes","Pragmatist","No","Yes","Standard hours"
5386,"over $150,000","Male","Single (no kids)","","","Yes","No","","","Yes","Standard hours"
5389,"","Male","","","No","No","No","Pragmatist","No","Yes","Standard hours"
5391,"$75,000 - $100,000","Male","Married (w/kids)","Bachelor's Degree","No","Yes","No","Idealist","Yes","Yes","Standard hours"
5392,"$50,000 - $74,999","Male","Married (w/kids)","Doctoral Degree","Yes","No","","Idealist","No","No","Odd hours"
5405,"","","","Bachelor's Degree","","Yes","No","","","",""
5412,"$100,001 - $150,000","Female","Single (no kids)","Current K-12","","","No","","No","",""
5422,"$100,001 - $150,000","Female","Single (no kids)","Master's Degree","","No","","","Yes","",""
5424,"$100,001 - $150,000","Female","Single (no kids)","Current Undergraduate","No","Yes","No","Pragmatist","Yes","Yes","Odd hours"
5427,"under $25,000","Male","Single (w/kids)","Associate's Degree","","","","","","No",""
5430,"","Female","Married (w/kids)","Current K-12","No","No","No","Pragmatist","No","Yes","Standard hours"
5434,"$50,000 - $74,999","","Married (w/kids)","Master's Degree","","","","","No","",""
5438,"$25,001 - $50,000","Male","Single (no kids)","Associate's Degree","","","","","","",""
5439,"$75,000 - $100,000","Female","Single (w/kids)","High School Diploma","","","","Idealist","","",""
5442,"over $150,000","Male","Single (no kids)","Current Undergraduate","No","Yes","No","Idealist","No","Yes","Odd hours"
5447,"","Male","Married (w/kids)","Master's Degree","","Yes","No","Pragmatist","","","Standard hours"
