"USER_ID","Party","Income","Gender","HouseholdStatus","EducationLevel","Q109244","Q114152","Q115611","Q118232","Q98197","Q116953","Q117193"
6048,"Democrat","$50,000 - $74,999","Male","Single (no kids)","Bachelor's Degree","","No","No","Idealist","","No","Odd hours"
6049,"Democrat","$75,000 - $100,000","Male","Married (w/kids)","Associate's Degree","","","","","","",""
6050,"Republican","","Female","Married (w/kids)","Master's Degree","No","","","","","",""
6051,"Republican","over $150,000","Female","Married (no kids)","Master's Degree","Yes","Yes","Yes","Pragmatist","","No","Standard hours"
6052,"Republican","over $150,000","Male","Single (no kids)","","","","No","","","",""
6053,"Democrat","$25,001 - $50,000","Female","Married (w/kids)","Current Undergraduate","","No","No","Idealist","","No","Odd hours"
6055,"Republican","under $25,000","Male","Single (no kids)","Current Undergraduate","","","","","","",""
6056,"Democrat","under $25,000","Male","Single (no kids)","Current Undergraduate","Yes","No","No","Idealist","","Yes","Odd hours"
6058,"Democrat","","Female","Single (no kids)","High School Diploma","","","","","","",""
6062,"Democrat","$100,001 - $150,000","Male","Married (w/kids)","Master's Degree","","","No","","","No","Standard hours"
6065,"Republican","$50,000 - $74,999","Female","Married (no kids)","Bachelor's Degree","","","","","","",""
6066,"Republican","$75,000 - $100,000","Male","Single (no kids)","Doctoral Degree","","","No","","","",""
6069,"Democrat","$25,001 - $50,000","Female","Single (no kids)","Current Undergraduate","No","Yes","No","","","",""
6070,"Republican","$75,000 - $100,000","Female","Single (no kids)","Bachelor's Degree","","","","Pragmatist","","","Odd hours"
6073,"Republican","$25,001 - $50,000","Male","Single (no kids)","Current K-12","No","No","No","Pragmatist","","Yes","Standard hours"
6078,"Republican","$100,001 - $150,000","Male","Married (w/kids)","High School Diploma","No","","","","","",""
6080,"Republican","","Male","","Bachelor's Degree","No","","Yes","Pragmatist","","",""
6082,"Democrat","$25,001 - $50,000","Female","Single (w/kids)","Current Undergraduate","No","No","No","Idealist","","Yes","Standard hours"
6083,"Democrat","under $25,000","Male","Single (no kids)","Current Undergraduate","","No","No","Pragmatist","","No","Odd hours"
6085,"Republican","$25,001 - $50,000","Female","Single (no kids)","Master's Degree","No","Yes","","Idealist","","",""
6086,"Democrat","$50,000 - $74,999","","Single (no kids)","Current Undergraduate","","","","","","",""
6088,"Republican","","Male","Single (no kids)","Current K-12","","","No","","","Yes","Standard hours"
6089,"Republican","","Female","Single (no kids)","Current Undergraduate","No","","","","","",""
6090,"Republican","$75,000 - $100,000","Male","Single (no kids)","Current Undergraduate","No","","","","","No",""
6091,"Democrat","","Female","Single (w/kids)","Bachelor's Degree","Yes","No","No","Idealist","","Yes","Odd hours"
6092,"Republican","$100,001 - $150,000","Female","","Current K-12","No","No","","Pragmatist","","No","Standard hours"
6093,"Republican","$100,001 - $150,000","Female","Married (w/kids)","","","","Yes","","","Yes","Standard hours"
6095,"Democrat","under $25,000","Female","Married (w/kids)","High School Diploma","","","","","","",""
6096,"Democrat","","Female","Single (no kids)","Current K-12","","Yes","No","","","",""
6097,"Democrat","over $150,000","Female","Single (no kids)","Current K-12","Yes","Yes","","","","",""
6098,"Republican","$25,001 - $50,000","Female","Single (no kids)","Bachelor's Degree","","","No","","","Yes","Odd hours"
6099,"Republican","","Female","Single (no kids)","Current K-12","Yes","","","","","",""
6100,"Democrat","$25,001 - $50,000","Female","Domestic Partners (no kids)","Master's Degree","Yes","No","No","Idealist","","No","Standard hours"
6101,"Democrat","","Female","Single (no kids)","","","","","","","","Standard hours"
6102,"Republican","$50,000 - $74,999","Male","Married (no kids)","Master's Degree","","","","","","",""
6103,"Democrat","$50,000 - $74,999","Male","Married (w/kids)","High School Diploma","No","Yes","Yes","Pragmatist","","Yes","Odd hours"
6105,"Democrat","$75,000 - $100,000","Female","Married (no kids)","High School Diploma","","No","","Idealist","","",""
6107,"Democrat","$100,001 - $150,000","Male","","Current K-12","No","Yes","No","Idealist","","No","Standard hours"
6108,"Republican","over $150,000","Female","Single (no kids)","Master's Degree","No","Yes","No","","","Yes","Standard hours"
6109,"Democrat","over $150,000","Male","Single (no kids)","Current K-12","","","","","","",""
6110,"Republican","under $25,000","Male","Single (no kids)","Current K-12","Yes","No","No","Pragmatist","","No","Standard hours"
6111,"Republican","under $25,000","Female","Single (no kids)","Current K-12","Yes","No","No","Idealist","","No","Standard hours"
6112,"Republican","$50,000 - $74,999","Male","Married (w/kids)","Master's Degree","","Yes","No","","","Yes","Standard hours"
6114,"Republican","under $25,000","Female","Single (no kids)","Current Undergraduate","Yes","No","Yes","Idealist","","Yes","Odd hours"
6117,"Democrat","","Male","","","","","","","","",""
6118,"Republican","$50,000 - $74,999","Male","Married (w/kids)","High School Diploma","No","No","","Idealist","","No","Odd hours"
6119,"Democrat","under $25,000","Male","Married (w/kids)","Bachelor's Degree","No","No","No","","","",""
6121,"Democrat","$75,000 - $100,000","Female","Domestic Partners (no kids)","High School Diploma","Yes","","","","","",""
6122,"Democrat","under $25,000","Male","Domestic Partners (no kids)","Bachelor's Degree","Yes","","No","Pragmatist","","",""
6123,"Democrat","$50,000 - $74,999","Female","Married (w/kids)","Current Undergraduate","Yes","No","Yes","Idealist","","Yes","Odd hours"
6124,"Republican","","Female","Single (no kids)","Current Undergraduate","","","","","","",""
6126,"Republican","$75,000 - $100,000","Female","Domestic Partners (w/kids)","Current Undergraduate","No","No","","","","",""
6129,"Democrat","$100,001 - $150,000","Female","Married (no kids)","Doctoral Degree","","No","Yes","Pragmatist","","Yes","Odd hours"
6130,"Republican","","Male","","Current K-12","No","Yes","Yes","Pragmatist","","Yes","Standard hours"
6132,"Republican","","Male","","Current K-12","No","No","No","","","Yes","Standard hours"
6134,"Republican","$25,001 - $50,000","Male","Single (no kids)","High School Diploma","No","","","","","",""
6135,"Republican","$75,000 - $100,000","Male","Single (no kids)","Associate's Degree","Yes","","","","","",""
6136,"Democrat","","Male","Single (no kids)","Associate's Degree","No","","","","","",""
6137,"Republican","","Female","","","No","","","","","",""
6139,"Democrat","under $25,000","Male","Single (no kids)","Current Undergraduate","","Yes","Yes","Pragmatist","","No","Standard hours"
6140,"Republican","$25,001 - $50,000","Male","Married (w/kids)","High School Diploma","No","No","Yes","Idealist","","Yes","Odd hours"
6141,"Democrat","under $25,000","Female","Single (no kids)","Current Undergraduate","","","","","","",""
6142,"Republican","under $25,000","Female","Single (no kids)","Associate's Degree","","Yes","Yes","Pragmatist","","No","Odd hours"
6144,"Democrat","","Male","","","No","","","","","",""
6145,"Republican","under $25,000","Female","Married (w/kids)","High School Diploma","","Yes","No","Idealist","","",""
6146,"Democrat","under $25,000","Female","Single (no kids)","Current Undergraduate","","","","","","","Standard hours"
6147,"Democrat","$100,001 - $150,000","Female","Married (w/kids)","Bachelor's Degree","","","No","","","",""
6149,"Republican","under $25,000","Male","Single (no kids)","Current Undergraduate","","","","","","",""
6151,"Democrat","$75,000 - $100,000","Male","Married (w/kids)","Bachelor's Degree","","","","","","",""
6152,"Democrat","$25,001 - $50,000","Female","Married (no kids)","High School Diploma","","","","","","",""
6153,"Democrat","under $25,000","Male","Married (no kids)","","Yes","No","No","Pragmatist","","No","Odd hours"
6154,"Democrat","","Female","Single (no kids)","Bachelor's Degree","","","","","","",""
6156,"Democrat","$50,000 - $74,999","Female","Single (no kids)","Current K-12","No","Yes","No","Idealist","","Yes","Odd hours"
6158,"Democrat","","Male","Married (w/kids)","High School Diploma","","","","","","",""
6160,"Democrat","$75,000 - $100,000","Female","Single (no kids)","High School Diploma","Yes","No","No","Pragmatist","","No","Odd hours"
6164,"Democrat","$50,000 - $74,999","Male","Married (no kids)","High School Diploma","No","","","","","",""
6166,"Republican","$50,000 - $74,999","Male","Married (w/kids)","Doctoral Degree","No","","Yes","Idealist","","Yes","Standard hours"
6168,"Democrat","$50,000 - $74,999","","Single (no kids)","Current K-12","","","","","","Yes","Standard hours"
6170,"Democrat","under $25,000","Female","Single (no kids)","Current Undergraduate","","","Yes","","","","Standard hours"
6171,"Republican","$100,001 - $150,000","Male","Domestic Partners (no kids)","Bachelor's Degree","No","","","Idealist","","Yes","Odd hours"
6172,"Democrat","","Male","Single (no kids)","Associate's Degree","","","","","","",""
6175,"Democrat","$100,001 - $150,000","Male","Domestic Partners (no kids)","Associate's Degree","Yes","","","","","",""
6176,"Democrat","under $25,000","Female","Single (no kids)","Current K-12","Yes","","","","","",""
6177,"Democrat","$50,000 - $74,999","Female","Married (no kids)","Bachelor's Degree","","","","","","",""
6178,"Democrat","$100,001 - $150,000","Female","Single (no kids)","Master's Degree","Yes","Yes","No","Pragmatist","","Yes",""
6179,"Democrat","$25,001 - $50,000","Female","Single (no kids)","Associate's Degree","No","No","No","Idealist","","Yes","Odd hours"
6180,"Democrat","$100,001 - $150,000","Male","Married (w/kids)","Master's Degree","Yes","No","No","","","",""
6181,"Democrat","$75,000 - $100,000","","Single (no kids)","Master's Degree","No","No","","","","No","Standard hours"
6182,"Democrat","under $25,000","Female","Single (no kids)","Current Undergraduate","Yes","No","No","Idealist","","Yes","Standard hours"
6183,"Republican","under $25,000","Female","Single (no kids)","Current Undergraduate","No","","","","","",""
6184,"Democrat","under $25,000","Male","Single (no kids)","Current Undergraduate","Yes","No","No","Idealist","","","Standard hours"
6186,"Republican","over $150,000","Male","Single (no kids)","Current Undergraduate","No","Yes","Yes","Pragmatist","","Yes","Odd hours"
6187,"Republican","","Male","Single (no kids)","Current K-12","No","No","No","","","Yes","Standard hours"
6189,"Democrat","","Female","Single (no kids)","High School Diploma","Yes","","","","","",""
6190,"Republican","$50,000 - $74,999","Female","","Bachelor's Degree","No","Yes","No","Pragmatist","","Yes","Odd hours"
6193,"Democrat","$75,000 - $100,000","Female","Single (no kids)","Current K-12","","Yes","No","Pragmatist","","Yes","Standard hours"
6196,"Democrat","$75,000 - $100,000","Male","Domestic Partners (no kids)","Master's Degree","Yes","","","Idealist","","Yes","Standard hours"
6197,"Republican","","Female","Single (no kids)","Bachelor's Degree","Yes","","","","","",""
6198,"Democrat","under $25,000","Female","Single (no kids)","Current K-12","No","","","","","",""
6200,"Democrat","","Male","","","","","","","","",""
6202,"Republican","$100,001 - $150,000","Male","Married (w/kids)","Bachelor's Degree","No","Yes","Yes","Pragmatist","","Yes",""
6203,"Democrat","$25,001 - $50,000","Male","Single (no kids)","High School Diploma","","","No","","","",""
6204,"Republican","$50,000 - $74,999","Female","Married (w/kids)","High School Diploma","No","","Yes","","","",""
6205,"Republican","over $150,000","Female","Single (no kids)","Current K-12","No","","","","","",""
6206,"Republican","under $25,000","Male","Single (no kids)","Current Undergraduate","No","No","No","Pragmatist","","No","Odd hours"
6207,"Republican","$100,001 - $150,000","Male","Married (w/kids)","Associate's Degree","No","Yes","Yes","Pragmatist","","Yes","Standard hours"
6210,"Democrat","$75,000 - $100,000","Male","Married (w/kids)","Master's Degree","","No","","","","",""
6214,"Democrat","under $25,000","Female","Married (w/kids)","Bachelor's Degree","No","Yes","No","Pragmatist","","Yes","Standard hours"
6216,"Democrat","$75,000 - $100,000","Female","Married (w/kids)","Doctoral Degree","Yes","Yes","Yes","Idealist","","Yes","Odd hours"
6217,"Democrat","","Male","Single (no kids)","Current K-12","No","No","","","","",""
6218,"Republican","under $25,000","","Single (no kids)","Bachelor's Degree","No","","","Idealist","","Yes","Standard hours"
6219,"Democrat","","Female","","Current K-12","Yes","","No","","","Yes",""
6220,"Democrat","","Female","Single (no kids)","Current Undergraduate","","","","","","",""
6221,"Republican","under $25,000","Female","Single (no kids)","Current Undergraduate","No","","No","Idealist","","","Standard hours"
6224,"Republican","$25,001 - $50,000","Female","","High School Diploma","No","No","","","","",""
6225,"Democrat","under $25,000","Male","Single (no kids)","Bachelor's Degree","","","","","","",""
6226,"Republican","","Male","Single (no kids)","Current Undergraduate","","","","","","",""
6227,"Republican","under $25,000","Male","Single (no kids)","Current Undergraduate","","","","","","",""
6232,"Democrat","","Female","","Current K-12","No","No","","","","Yes","Standard hours"
6234,"Democrat","","Male","","","","","No","","","Yes",""
6236,"Democrat","$25,001 - $50,000","Female","","","Yes","","","","","",""
6237,"Democrat","$25,001 - $50,000","Female","Married (w/kids)","Bachelor's Degree","Yes","Yes","No","Idealist","","Yes","Standard hours"
6238,"Republican","$25,001 - $50,000","Female","Married (w/kids)","Current Undergraduate","No","Yes","Yes","Pragmatist","","Yes","Standard hours"
6240,"Democrat","$50,000 - $74,999","Male","Single (no kids)","Bachelor's Degree","","","No","","","",""
6241,"Democrat","","Male","Single (no kids)","High School Diploma","No","","","","","",""
6242,"Democrat","","Female","","High School Diploma","","","","","","",""
6243,"Democrat","$50,000 - $74,999","Male","Single (no kids)","Current Undergraduate","Yes","No","No","","","",""
6245,"Republican","$50,000 - $74,999","Male","Married (w/kids)","","Yes","","","Pragmatist","","No",""
6246,"Democrat","$50,000 - $74,999","Female","Single (no kids)","Bachelor's Degree","No","","","","","",""
6247,"Democrat","","Male","Single (no kids)","Current K-12","No","","","","","",""
6248,"Republican","$50,000 - $74,999","Male","Single (no kids)","Associate's Degree","","Yes","","Idealist","","","Standard hours"
6249,"Republican","$50,000 - $74,999","Female","Single (no kids)","Current K-12","","","","Idealist","","",""
6253,"Democrat","$50,000 - $74,999","Female","","Current K-12","Yes","","","","","",""
6255,"Republican","$75,000 - $100,000","Male","Married (no kids)","Master's Degree","","","","","","",""
6256,"Republican","$100,001 - $150,000","Male","Single (no kids)","Current Undergraduate","","","Yes","Idealist","","Yes","Standard hours"
6257,"Republican","under $25,000","Male","Single (no kids)","Current Undergraduate","No","","","","","",""
6258,"Republican","","Male","","Current K-12","","","","","","",""
6261,"Republican","$100,001 - $150,000","Male","Single (no kids)","Current K-12","No","Yes","","","","No",""
6264,"Democrat","$100,001 - $150,000","Female","Single (w/kids)","Current K-12","","","","","","",""
6265,"Democrat","$100,001 - $150,000","Female","Married (w/kids)","Master's Degree","Yes","","","","","",""
6266,"Republican","$75,000 - $100,000","Male","Single (no kids)","Master's Degree","","","","","","",""
6267,"Democrat","$25,001 - $50,000","Female","Single (no kids)","High School Diploma","","","","","","Yes","Standard hours"
6269,"Democrat","$75,000 - $100,000","","Single (no kids)","Master's Degree","No","","","","","",""
6270,"Republican","$75,000 - $100,000","Female","Married (w/kids)","Doctoral Degree","No","","","","","",""
6271,"Republican","","Male","Single (no kids)","High School Diploma","","","","","","",""
6273,"Democrat","","Male","","Current K-12","","","","","","",""
6274,"Democrat","$75,000 - $100,000","Female","Single (no kids)","Current K-12","","","","","","",""
6275,"Democrat","$50,000 - $74,999","Female","Single (no kids)","Current K-12","","Yes","No","","","","Odd hours"
6277,"Democrat","","Female","Domestic Partners (w/kids)","Current K-12","","No","No","","","",""
6279,"Republican","","Female","Single (no kids)","Current Undergraduate","","","","","","",""
6280,"Republican","$50,000 - $74,999","","Married (w/kids)","Bachelor's Degree","","","","","","",""
6281,"Democrat","","Male","Single (no kids)","Current K-12","","","No","Pragmatist","","Yes","Standard hours"
6283,"Republican","$50,000 - $74,999","Male","Married (w/kids)","Current Undergraduate","","No","Yes","Idealist","","",""
6286,"Democrat","$25,001 - $50,000","Male","Single (no kids)","Bachelor's Degree","","","No","","","",""
6288,"Republican","over $150,000","Male","Married (no kids)","Master's Degree","","","","","","",""
6289,"Republican","","Male","","Current Undergraduate","","Yes","Yes","Pragmatist","","","Standard hours"
6290,"Democrat","$100,001 - $150,000","Male","Married (w/kids)","Master's Degree","","Yes","","","","",""
6292,"Republican","","Male","Single (no kids)","","","No","Yes","","","No","Standard hours"
6293,"Democrat","under $25,000","Female","Single (no kids)","Associate's Degree","","","No","","","Yes","Standard hours"
6294,"Republican","$25,001 - $50,000","Female","Single (no kids)","Associate's Degree","","No","No","Pragmatist","","No","Standard hours"
6296,"Democrat","$100,001 - $150,000","Male","Married (w/kids)","Master's Degree","","No","","Pragmatist","","","Standard hours"
6297,"Republican","","Female","Married (w/kids)","Current Undergraduate","","","","Idealist","","Yes","Standard hours"
6299,"Republican","under $25,000","Male","Single (no kids)","High School Diploma","","No","Yes","Idealist","","No","Odd hours"
6301,"Democrat","$50,000 - $74,999","Female","Married (no kids)","High School Diploma","","No","","","","Yes",""
6303,"Democrat","over $150,000","Male","Single (no kids)","Bachelor's Degree","","","","Pragmatist","","",""
6304,"Republican","under $25,000","Female","Single (w/kids)","High School Diploma","","","","","","",""
6306,"Democrat","","Male","","Current Undergraduate","","","","","","",""
6307,"Republican","$75,000 - $100,000","Female","Single (no kids)","Current Undergraduate","","","","","","",""
6308,"Democrat","under $25,000","Male","Single (no kids)","Current Undergraduate","","","","","","",""
6309,"Democrat","$100,001 - $150,000","Male","Single (no kids)","High School Diploma","","","","","","",""
6310,"Republican","$100,001 - $150,000","Male","","","","No","Yes","Pragmatist","","Yes","Standard hours"
6311,"Republican","$50,000 - $74,999","Male","Married (w/kids)","High School Diploma","","","No","Pragmatist","","Yes","Odd hours"
6312,"Republican","$25,001 - $50,000","Male","Single (no kids)","","","No","Yes","","","No","Standard hours"
6313,"Republican","","Female","Single (no kids)","Current Undergraduate","","","No","","","",""
6315,"Democrat","","Female","","","","No","","","","",""
6317,"Democrat","under $25,000","Female","Single (w/kids)","Associate's Degree","","","","","","","Standard hours"
6318,"Republican","under $25,000","Female","Single (no kids)","Current Undergraduate","","","","","","",""
6319,"Republican","","Male","","Doctoral Degree","","","No","","","","Standard hours"
6320,"Republican","","Male","Single (no kids)","High School Diploma","","","No","","","","Odd hours"
6321,"Democrat","$100,001 - $150,000","Male","Married (w/kids)","Bachelor's Degree","","","","","","",""
6322,"Republican","$75,000 - $100,000","Female","Married (no kids)","Master's Degree","","Yes","","","","",""
6323,"Democrat","under $25,000","Male","Single (no kids)","Current K-12","","","Yes","","","Yes",""
6324,"Republican","$25,001 - $50,000","Male","Married (w/kids)","High School Diploma","","No","Yes","","","Yes","Odd hours"
6325,"Republican","under $25,000","Male","Single (no kids)","Current K-12","","","","","","","Standard hours"
6326,"Democrat","","Female","Single (no kids)","Current Undergraduate","","","No","","","No",""
6327,"Democrat","$75,000 - $100,000","Male","Single (no kids)","High School Diploma","","No","","","","",""
6328,"Republican","$25,001 - $50,000","Male","Single (no kids)","Associate's Degree","","No","No","Idealist","","",""
6329,"Republican","under $25,000","Male","Single (no kids)","High School Diploma","","","","","","",""
6330,"Republican","$50,000 - $74,999","Male","Single (no kids)","Bachelor's Degree","","","","","","",""
6331,"Democrat","$75,000 - $100,000","Female","","Current K-12","","No","No","Pragmatist","","Yes","Odd hours"
6333,"Democrat","under $25,000","Male","Single (no kids)","High School Diploma","","No","Yes","","","",""
6334,"Democrat","$75,000 - $100,000","Female","Married (w/kids)","Master's Degree","","No","","","","",""
6335,"Democrat","$25,001 - $50,000","Male","Single (w/kids)","Current K-12","","No","Yes","Pragmatist","","No",""
6338,"Republican","","Male","Single (no kids)","","","No","","","","",""
6339,"Republican","$25,001 - $50,000","Female","Single (no kids)","Current Undergraduate","","No","No","Pragmatist","","Yes","Odd hours"
6340,"Republican","","Male","Single (no kids)","Current K-12","","No","Yes","","","Yes","Standard hours"
6341,"Republican","under $25,000","Male","Married (w/kids)","Current Undergraduate","","No","No","","","No","Standard hours"
6342,"Democrat","$75,000 - $100,000","Female","Single (no kids)","Current Undergraduate","","Yes","","","","","Standard hours"
6343,"Republican","$75,000 - $100,000","Male","Domestic Partners (no kids)","Bachelor's Degree","","","No","","","Yes","Odd hours"
6345,"Democrat","over $150,000","Female","Married (w/kids)","Master's Degree","","Yes","","","","",""
6347,"Republican","over $150,000","","Single (no kids)","Doctoral Degree","","","","","","",""
6350,"Democrat","under $25,000","Male","Single (no kids)","Current Undergraduate","","No","","","","",""
6351,"Democrat","$25,001 - $50,000","Female","Married (no kids)","Current Undergraduate","","No","","","","",""
6352,"Republican","","Male","Single (no kids)","Current K-12","","No","Yes","","","","Standard hours"
6353,"Republican","$75,000 - $100,000","Male","Single (no kids)","High School Diploma","","Yes","Yes","","","",""
6354,"Republican","over $150,000","Female","Married (w/kids)","Master's Degree","","No","No","","","",""
6355,"Republican","under $25,000","Male","Single (no kids)","Current Undergraduate","","","No","Idealist","","Yes","Standard hours"
6357,"Republican","under $25,000","Female","Married (w/kids)","Doctoral Degree","","Yes","Yes","","","",""
6358,"Republican","","Male","Single (no kids)","Current Undergraduate","","","No","","","",""
6359,"Democrat","under $25,000","Male","Single (no kids)","Doctoral Degree","","","Yes","Pragmatist","","No","Odd hours"
6361,"Democrat","$75,000 - $100,000","Female","Married (no kids)","Bachelor's Degree","","Yes","","","","",""
6362,"Democrat","$50,000 - $74,999","Female","Married (no kids)","Master's Degree","","","No","","","","Standard hours"
6363,"Democrat","$100,001 - $150,000","Male","Single (no kids)","Bachelor's Degree","","","","","","",""
6364,"Republican","$100,001 - $150,000","Male","Married (w/kids)","Associate's Degree","","Yes","Yes","Pragmatist","","No","Standard hours"
6365,"Democrat","$75,000 - $100,000","Male","Single (no kids)","Doctoral Degree","","Yes","Yes","Pragmatist","","No","Standard hours"
6366,"Democrat","over $150,000","Female","","","","","","","","",""
6367,"Republican","","Female","Single (no kids)","Current K-12","","Yes","No","","","No","Standard hours"
6368,"Democrat","","","Single (no kids)","Current Undergraduate","","No","No","","","",""
6370,"Democrat","$75,000 - $100,000","Male","Single (w/kids)","High School Diploma","","No","","","","",""
6371,"Democrat","under $25,000","Male","Single (no kids)","","","No","","","","No","Standard hours"
6372,"Republican","under $25,000","Female","Single (w/kids)","Associate's Degree","","","No","","","",""
6373,"Republican","$100,001 - $150,000","Female","Married (w/kids)","Bachelor's Degree","","Yes","Yes","Pragmatist","","Yes","Standard hours"
6374,"Republican","$50,000 - $74,999","Male","Single (no kids)","","","","No","","","",""
6377,"Republican","","Female","Single (no kids)","Current K-12","","","Yes","","","",""
6378,"Republican","","Female","Single (no kids)","Current K-12","","","No","","","Yes",""
6379,"Republican","","","Single (no kids)","Current K-12","","","No","","","","Odd hours"
6380,"Democrat","$75,000 - $100,000","Male","Married (w/kids)","Current K-12","","No","Yes","Idealist","","",""
6381,"Republican","under $25,000","Female","Single (no kids)","","","","No","","","",""
6382,"Republican","$50,000 - $74,999","Female","Married (no kids)","Bachelor's Degree","","","Yes","","","",""
6384,"Democrat","under $25,000","Female","","Associate's Degree","","","No","","","",""
6385,"Republican","$50,000 - $74,999","Female","Domestic Partners (no kids)","Associate's Degree","","No","No","","","",""
6386,"Democrat","$50,000 - $74,999","Female","Married (no kids)","Current Undergraduate","","No","No","","","No",""
6387,"Democrat","$100,001 - $150,000","Male","Single (no kids)","Master's Degree","","No","No","","","",""
6388,"Democrat","under $25,000","Male","Single (no kids)","Current Undergraduate","","","No","","","Yes",""
6390,"Democrat","$25,001 - $50,000","Female","Single (no kids)","Associate's Degree","","","","","","",""
6391,"Republican","over $150,000","Male","Married (w/kids)","Doctoral Degree","","No","No","","","",""
6392,"Republican","$75,000 - $100,000","Female","Married (no kids)","Bachelor's Degree","","Yes","Yes","","","",""
6394,"Democrat","","Male","","Current K-12","","","No","","","Yes","Standard hours"
6395,"Democrat","","Female","","Current K-12","","","No","","","Yes",""
6397,"Democrat","$100,001 - $150,000","Female","Married (w/kids)","Doctoral Degree","","Yes","No","","","Yes","Odd hours"
6398,"Republican","","Female","Married (no kids)","Bachelor's Degree","","No","Yes","Idealist","","",""
6399,"Republican","","Male","","","","No","No","Idealist","","No","Standard hours"
6400,"Democrat","$25,001 - $50,000","Female","Single (no kids)","Bachelor's Degree","","","No","","","No",""
6401,"Democrat","$25,001 - $50,000","Male","Single (no kids)","Bachelor's Degree","","Yes","No","","","",""
6402,"Republican","under $25,000","Female","Single (no kids)","Current K-12","","","No","","","",""
6406,"Democrat","under $25,000","Female","Single (no kids)","Bachelor's Degree","","","","","","",""
6407,"Republican","$50,000 - $74,999","Male","Single (no kids)","Doctoral Degree","","","Yes","","","",""
6409,"Republican","$100,001 - $150,000","Male","Married (w/kids)","","","Yes","Yes","","","",""
6411,"Democrat","$25,001 - $50,000","Male","Married (w/kids)","Bachelor's Degree","","No","No","","","",""
6412,"Democrat","$25,001 - $50,000","Male","Single (no kids)","High School Diploma","","Yes","Yes","Idealist","","","Standard hours"
6413,"Democrat","under $25,000","Female","Domestic Partners (no kids)","Bachelor's Degree","","Yes","No","","","",""
6414,"Republican","","Female","Single (no kids)","High School Diploma","","No","No","Idealist","","",""
6415,"Democrat","$50,000 - $74,999","Female","Single (no kids)","Current K-12","","","No","Pragmatist","","",""
6417,"Republican","$50,000 - $74,999","Male","Single (no kids)","Associate's Degree","","","Yes","Idealist","","No","Standard hours"
6418,"Republican","$50,000 - $74,999","Male","Single (no kids)","Current Undergraduate","","","No","","","Yes",""
6419,"Republican","$50,000 - $74,999","Male","Married (w/kids)","Bachelor's Degree","","","","Idealist","","Yes","Odd hours"
6420,"Democrat","under $25,000","Male","Single (no kids)","Associate's Degree","","","Yes","Idealist","","No","Odd hours"
6421,"Republican","$25,001 - $50,000","Male","Single (w/kids)","High School Diploma","","","Yes","Pragmatist","","Yes","Standard hours"
6422,"Democrat","$75,000 - $100,000","Male","Married (w/kids)","Master's Degree","","","Yes","","","Yes","Odd hours"
6423,"Republican","under $25,000","Male","Single (no kids)","Current K-12","","","Yes","","","Yes","Standard hours"
6424,"Republican","$100,001 - $150,000","Female","Single (no kids)","Doctoral Degree","","","No","","","No","Standard hours"
6427,"Democrat","$100,001 - $150,000","Female","Single (no kids)","Current Undergraduate","","","No","Pragmatist","","",""
6429,"Republican","","Male","","Current Undergraduate","","","Yes","Pragmatist","","Yes","Odd hours"
6434,"Republican","","Male","Single (no kids)","","","","","Idealist","","No","Standard hours"
6435,"Democrat","under $25,000","Male","Married (w/kids)","Current Undergraduate","","","Yes","Pragmatist","","Yes","Odd hours"
6437,"Democrat","$75,000 - $100,000","Male","Single (no kids)","Current K-12","","","","Pragmatist","","Yes","Standard hours"
6441,"Republican","under $25,000","Female","Single (no kids)","Current Undergraduate","","","No","Idealist","","","Standard hours"
6443,"Democrat","under $25,000","Male","Married (no kids)","High School Diploma","","","","Idealist","","","Odd hours"
6444,"Democrat","","Male","","","","","","","","","Standard hours"
6445,"Democrat","","Male","","Current Undergraduate","","","No","","","",""
6446,"Republican","","Male","Married (w/kids)","High School Diploma","","","Yes","Idealist","","No",""
6448,"Republican","over $150,000","Male","Married (w/kids)","","","","","","","",""
6450,"Republican","$25,001 - $50,000","Male","Married (w/kids)","High School Diploma","","","","","","No",""
6451,"Democrat","","Female","Single (no kids)","Current K-12","","","","","","No","Standard hours"
6452,"Democrat","$25,001 - $50,000","Female","Single (w/kids)","High School Diploma","","","","","","",""
6453,"Democrat","$50,000 - $74,999","","Single (no kids)","High School Diploma","","","","","","No","Odd hours"
6454,"Republican","","Male","Single (no kids)","High School Diploma","","","","Idealist","","Yes","Standard hours"
6455,"Democrat","$25,001 - $50,000","Male","Single (no kids)","Current Undergraduate","","","","Pragmatist","","No","Odd hours"
6459,"Democrat","$25,001 - $50,000","Female","Single (no kids)","Bachelor's Degree","","","","Idealist","","","Standard hours"
6461,"Republican","$50,000 - $74,999","Male","Married (no kids)","Master's Degree","","","","","","",""
6462,"Republican","$100,001 - $150,000","Male","Single (no kids)","Bachelor's Degree","","","","","","No","Odd hours"
6464,"Democrat","$50,000 - $74,999","Male","Single (w/kids)","Associate's Degree","","","","Idealist","","No","Odd hours"
6465,"Republican","$75,000 - $100,000","Male","Single (no kids)","Current K-12","","","Yes","Idealist","","Yes","Odd hours"
6466,"Democrat","$75,000 - $100,000","Female","Single (no kids)","Master's Degree","","","","","","Yes","Standard hours"
6467,"Republican","$25,001 - $50,000","Female","Married (no kids)","High School Diploma","","","","Idealist","","Yes","Odd hours"
6469,"Democrat","$25,001 - $50,000","Male","Single (no kids)","Current Undergraduate","","","Yes","","","","Odd hours"
