"USER_ID","YOB","Gender","Income","HouseholdStatus","EducationLevel","Q124742","Q124122","Q123464","Q123621","Q122769","Q122770","Q122771","Q122120","Q121699","Q121700","Q120978","Q121011","Q120379","Q120650","Q120472","Q120194","Q120012","Q120014","Q119334","Q119851","Q119650","Q118892","Q118117","Q118232","Q118233","Q118237","Q117186","Q117193","Q116797","Q116881","Q116953","Q116601","Q116441","Q116448","Q116197","Q115602","Q115777","Q115610","Q115611","Q115899","Q115390","Q114961","Q114748","Q115195","Q114517","Q114386","Q113992","Q114152","Q113583","Q113584","Q113181","Q112478","Q112512","Q112270","Q111848","Q111580","Q111220","Q110740","Q109367","Q108950","Q109244","Q108855","Q108617","Q108856","Q108754","Q108342","Q108343","Q107869","Q107491","Q106993","Q106997","Q106272","Q106388","Q106389","Q106042","Q105840","Q105655","Q104996","Q103293","Q102906","Q102674","Q102687","Q102289","Q102089","Q101162","Q101163","Q101596","Q100689","Q100680","Q100562","Q99982","Q100010","Q99716","Q99581","Q99480","Q98869","Q98578","Q98059","Q98078","Q98197","Q96024","IIncome","IGender","IEducationLevel","IHouseholdStatus","Q98197113181","HasIncome","HasGender","HasHouseholdStatus","HasEducationLevel"
5636,1952,"Male","$75,000 - $100,000","Married (no kids)","Master's Degree","","No","","Yes","Yes","No","Public","No","Yes","No","No","Yes","Yes","Yes","Science","Study first","Yes","Yes","No","No","Receiving","Yes","No","Pragmatist","Yes","Yes","Cool headed","Standard hours","Yes","Happy","No","","No","Yes","P.M.","Yes","","No","No","Circumstances","Yes","No","No","Yes","Yes","","No","No","Talk","People","No","","","","","","","","","","","","","","","","","","","","","No","No","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","Own","Pessimist","Mom","No","Yes","Yes","Yes","Check!","Yes","No","No","Yes","No","No","Yes","No","No","Yes","$75,000 - $100,000","Male","Master's Degree","Married (no kids)","No",1,1,1,1
5643,1966,"Female","$75,000 - $100,000","Single (no kids)","Master's Degree","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Yes","Yes","No","Yes","Supportive","No","PC","Yes","Risk-friendly","Yes","","","","","","","","","","","","","","","","","","No","No","Yes","No","No","Own","Optimist","Mom","","Yes","Yes","Yes","Check!","Yes","Yes","No","Yes","No","","","","","","$75,000 - $100,000","Female","Master's Degree","Single (no kids)","",1,1,1,1
5645,1981,"Male","$75,000 - $100,000","Married (no kids)","Bachelor's Degree","No","No","No","Yes","No","No","Public","No","Yes","No","Yes","No","No","Yes","Science","","No","Yes","Yes","Yes","Receiving","No","No","Pragmatist","No","No","Cool headed","Standard hours","No","Happy","No","Yes","No","Yes","P.M.","Yes","Start","No","No","Me","Yes","Yes","No","Yes","No","Mysterious","No","No","Tunes","Technology","No","No","Yes","No","Yes","Supportive","No","Mac","Yes","Risk-friendly","Yes","Umm...","No","Space","Yes","In-person","Yes","No","Yes","Yes","Grrr people","Yes","No","No","No","No","Yes","No","Yes","No","No","No","Yes","Rent","Pessimist","Mom","No","No","No","Yes","Nope","Yes","No","No","No","No","No","Yes","No","No","Yes","$75,000 - $100,000","Male","Bachelor's Degree","Married (no kids)","No",1,1,1,1
5648,NA,"Male","over $150,000","Married (w/kids)","Master's Degree","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Yes","","","Yes","","","","","","","","","","Yes","No","Yes","Yes","TMI","","","","","Yes","No","Yes","Yes","Yes","Supportive","Yes","Mac","","","","","","","","","","","Yes","","","","","","","","","","","","","","","","","","","Yes","Yes","","Check!","Yes","","","","","","","","","","over $150,000","Male","Master's Degree","Married (w/kids)","Yes",1,1,1,1
5649,1996,"Male","under $25,000","Single (no kids)","Current K-12","Yes","Yes","No","No","Yes","Yes","Public","Yes","No","No","Yes","Yes","Yes","Yes","Art","Try first","Yes","Yes","No","No","Giving","No","Yes","Idealist","No","Yes","Hot headed","Standard hours","No","Happy","Yes","No","No","No","A.M.","Yes","Start","Yes","No","Circumstances","No","Yes","No","Yes","No","TMI","No","No","Tunes","People","Yes","Yes","Yes","No","Yes","Supportive","Yes","Mac","No","Cautious","No","Yes!","No","Socialize","Yes","In-person","No","No","No","Yes","Yay people!","Yes","No","No","No","No","No","No","Yes","No","No","Yes","No","Own","Optimist","Dad","No","No","No","No","Check!","Yes","No","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","under $25,000","Male","Current K-12","Single (no kids)","Yes",1,1,1,1
5661,1956,"Male","$75,000 - $100,000","Married (w/kids)","High School Diploma","Yes","No","No","Yes","Yes","Yes","Public","No","Yes","No","No","No","No","Yes","Art","Study first","Yes","No","No","No","Receiving","Yes","Yes","Idealist","Yes","Yes","Hot headed","Odd hours","Yes","Happy","Yes","Yes","Yes","No","P.M.","Yes","End","No","Yes","Me","Yes","Yes","Yes","Yes","No","TMI","Yes","No","","","No","Yes","Yes","No","No","Demanding","No","Mac","Yes","Risk-friendly","No","Umm...","No","Space","No","Online","Yes","Yes","Yes","Yes","Grrr people","Yes","No","Yes","Yes","Yes","Yes","No","Yes","Yes","Yes","No","No","Own","Pessimist","Dad","Yes","Yes","No","Yes","Nope","Yes","No","No","Yes","No","No","Yes","Yes","No","No","$75,000 - $100,000","Male","High School Diploma","Married (w/kids)","No",1,1,1,1
5662,2000,"Female","under $25,000","Single (no kids)","Current K-12","","","Yes","No","Yes","No","Public","Yes","No","Yes","Yes","","","","","","","","","","","","Yes","","","","Hot headed","Standard hours","No","Happy","Yes","Yes","No","Yes","P.M.","No","End","Yes","Yes","Me","No","","","","","","","","","","","","","","","","No","Mac","No","Cautious","No","Umm...","No","Space","No","","","","","","","","","","","","","","No","Yes","Yes","No","No","Own","","","","","","","","","","","","","","","","","","under $25,000","Female","Current K-12","Single (no kids)","",1,1,1,1
5674,1995,"Female","under $25,000","Single (no kids)","Current K-12","Yes","Yes","No","No","No","Yes","Public","No","No","Yes","Yes","Yes","Yes","No","Science","Study first","No","No","Yes","No","Giving","No","Yes","Pragmatist","No","Yes","Hot headed","Standard hours","No","Happy","No","No","No","Yes","P.M.","Yes","Start","Yes","Yes","Me","Yes","No","Yes","Yes","Yes","Mysterious","No","No","Tunes","Technology","No","No","Yes","Yes","No","Demanding","No","PC","No","Cautious","No","Yes!","No","Space","Yes","In-person","","No","Yes","Yes","Grrr people","Yes","No","No","Yes","Yes","Yes","Yes","Yes","No","No","No","No","Own","Optimist","Mom","No","Yes","Yes","No","Nope","Yes","No","No","Yes","Yes","No","Yes","Yes","No","Yes","under $25,000","Female","Current K-12","Single (no kids)","No",1,1,1,1
5679,1945,"Male","$50,000 - $74,999","Married (w/kids)","Master's Degree","","","","","","","","","Yes","No","No","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No","Yes","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Yes","Yes","Yes","","$50,000 - $74,999","Male","Master's Degree","Married (w/kids)","Yes",1,1,1,1
5687,1998,"Female","","","Current K-12","","","","","","","","","No","No","Yes","","","Yes","Art","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Yes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","under $25,000","Female","Current K-12","Single (no kids)","",0,1,0,1
5689,1936,"Male","$75,000 - $100,000","Married (no kids)","Bachelor's Degree","","","","","","","","","","","","","","","","","","","","","","","","","","","Cool headed","","Yes","Right","Yes","Yes","Yes","","","","","","","","","","","","","","","","Talk","Technology","No","","","","","Demanding","No","PC","Yes","","No","","","","","In-person","No","Yes","Yes","Yes","Yay people!","Yes","No","No","","","","","","","","","","","","","","","","","","","","No","Yes","","Yes","Yes","Yes","No","","$75,000 - $100,000","Male","Bachelor's Degree","Married (no kids)","No",1,1,1,1
5690,1945,"Male","under $25,000","Married (no kids)","High School Diploma","","Yes","No","No","No","Yes","Private","No","No","No","","","","","","","","","","","","","","","","","","","","","","Yes","Yes","No","A.M.","Yes","End","Yes","No","Me","No","Yes","Yes","Yes","Yes","TMI","No","Yes","","","","","","","No","Demanding","Yes","Mac","No","Risk-friendly","No","","","","","","","","","","","","","","","","","No","No","No","No","No","No","Own","Optimist","Mom","Yes","No","Yes","Yes","Check!","Yes","","","","","","","","","","under $25,000","Male","High School Diploma","Married (no kids)","",1,1,1,1
5699,1993,"Male","$25,001 - $50,000","Single (no kids)","Associate's Degree","","","No","","Yes","Yes","Public","Yes","Yes","Yes","No","No","Yes","Yes","Science","Study first","Yes","Yes","Yes","No","Receiving","Yes","Yes","Pragmatist","Yes","Yes","Hot headed","Standard hours","Yes","Happy","Yes","Yes","No","Yes","P.M.","","","","","","","Yes","No","Yes","No","Mysterious","Yes","No","Tunes","Technology","No","Yes","Yes","Yes","Yes","Supportive","No","PC","Yes","Risk-friendly","No","Yes!","No","Space","No","In-person","No","Yes","Yes","Yes","Grrr people","Yes","No","Yes","No","Yes","Yes","Yes","","Yes","No","No","No","Own","Pessimist","Dad","No","No","Yes","Yes","Check!","Yes","No","Yes","Yes","Yes","No","Yes","Yes","No","No","$25,001 - $50,000","Male","Associate's Degree","Single (no kids)","No",1,1,1,1
5707,1951,"Male","$100,001 - $150,000","Married (w/kids)","Bachelor's Degree","","","","","","","","Yes","Yes","No","No","Yes","No","Yes","Science","Study first","Yes","Yes","No","No","Giving","Yes","No","Pragmatist","No","Yes","","Odd hours","Yes","Happy","No","Yes","Yes","No","A.M.","Yes","End","Yes","Yes","","No","No","No","Yes","Yes","Mysterious","Yes","No","Talk","Technology","Yes","No","Yes","No","Yes","Demanding","No","Mac","Yes","Cautious","No","Umm...","No","Space","No","In-person","Yes","Yes","Yes","No","Grrr people","Yes","Yes","No","Yes","Yes","No","Yes","No","No","Yes","Yes","No","Own","Pessimist","Mom","Yes","","No","No","Check!","Yes","No","No","Yes","Yes","No","Yes","Yes","Yes","Yes","$100,001 - $150,000","Male","Bachelor's Degree","Married (w/kids)","Yes",1,1,1,1
5712,NA,"Female","","","","No","No","No","Yes","No","No","Public","No","Yes","No","Yes","No","No","Yes","Science","Study first","No","No","Yes","No","Giving","Yes","No","Pragmatist","Yes","Yes","Cool headed","Odd hours","Yes","Happy","No","Yes","No","Yes","P.M.","No","End","Yes","No","Me","Yes","No","Yes","Yes","No","Mysterious","Yes","No","Tunes","People","No","No","Yes","No","Yes","","No","","No","Cautious","No","Umm...","","Space","No","","","No","Yes","Yes","Grrr people","No","Yes","No","Yes","No","No","Yes","Yes","No","No","No","Yes","Own","Pessimist","Mom","Yes","Yes","Yes","Yes","Check!","No","No","Yes","Yes","Yes","No","Yes","No","No","No","under $25,000","Female","Bachelor's Degree","Single (no kids)","No",0,1,0,0
5713,NA,"","","","","","","","","","","","","","","","","Yes","","","Try first","","","","","","","","Idealist","","Yes","Hot headed","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","under $25,000","Male","Bachelor's Degree","Single (no kids)","",0,0,0,0
5717,1961,"Male","over $150,000","Married (no kids)","Bachelor's Degree","","","","","","","","","","","No","Yes","No","Yes","Science","Try first","Yes","Yes","Yes","No","Giving","Yes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No","No","Yes","No","No","Yes","Yes","No","","over $150,000","Male","Bachelor's Degree","Married (no kids)","No",1,1,1,1
5725,1999,"Male","under $25,000","Single (no kids)","Current K-12","No","Yes","No","No","No","No","Public","Yes","No","No","No","Yes","No","Yes","Science","Try first","No","No","Yes","Yes","Receiving","Yes","Yes","Idealist","No","No","","","Yes","","","No","No","Yes","P.M.","No","Start","Yes","No","Me","No","No","Yes","No","Yes","Mysterious","No","No","Tunes","People","No","No","Yes","Yes","No","Supportive","Yes","PC","No","Risk-friendly","No","","","","","In-person","","Yes","No","No","Yay people!","No","No","Yes","No","No","No","Yes","No","No","No","Yes","Yes","Own","Optimist","Mom","No","No","Yes","Yes","Nope","No","No","Yes","Yes","Yes","Yes","Yes","No","Yes","Yes","under $25,000","Male","Current K-12","Single (no kids)","WTF",1,1,1,1
5731,1946,"Male","","Single (no kids)","High School Diploma","","","","","","","","","","","","","","","","","","","","","","","No","Idealist","No","No","Cool headed","Odd hours","Yes","Happy","Yes","No","No","","A.M.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","over $150,000","Male","High School Diploma","Single (no kids)","",0,1,1,1
5732,1992,"Female","","Single (no kids)","Current Undergraduate","","No","No","No","Yes","Yes","Private","Yes","Yes","No","No","Yes","Yes","Yes","Science","Try first","No","No","Yes","No","Giving","Yes","Yes","Idealist","Yes","No","Hot headed","Odd hours","No","Right","Yes","No","No","No","A.M.","No","Start","Yes","No","Circumstances","Yes","No","Yes","No","No","TMI","No","No","Tunes","People","Yes","Yes","Yes","Yes","Yes","Supportive","No","Mac","No","Cautious","No","Yes!","No","Space","Yes","In-person","No","No","Yes","No","Grrr people","No","No","No","Yes","Yes","Yes","Yes","No","No","No","No","No","Rent","Pessimist","Dad","No","No","Yes","Yes","Check!","Yes","Yes","No","No","Yes","No","Yes","No","Yes","No","under $25,000","Female","Current Undergraduate","Single (no kids)","Yes",0,1,1,1
5743,1997,"Male","$75,000 - $100,000","Single (no kids)","Current K-12","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Yes","","","No","","","","","","","","","","","","","","","","","","","","$75,000 - $100,000","Male","Current K-12","Single (no kids)","",1,1,1,1
5745,NA,"","","Single (no kids)","","","","","","","","","","","","","","","","","","","","","","","","Yes","Idealist","No","No","Cool headed","Odd hours","Yes","Happy","No","No","No","No","P.M.","","","","","","","","","","","","","","","","","","","","","","","","Yes","Cautious","No","Yes!","No","Space","No","Online","No","No","Yes","Yes","Grrr people","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","under $25,000","Male","Associate's Degree","Single (no kids)","",0,0,1,0
5747,NA,"Male","$75,000 - $100,000","Married (w/kids)","Master's Degree","","No","No","Yes","Yes","No","Public","","","","No","No","Yes","Yes","Art","Study first","Yes","Yes","Yes","Yes","Giving","","","","","","","","","","","","","","","Yes","Start","Yes","No","Circumstances","","","","","","","","","","","","No","Yes","Yes","","Supportive","No","","Yes","","Yes","","","","","","","","","","","","","","","Yes","Yes","Yes","No","Yes","","Yes","","Own","Pessimist","Mom","Yes","No","Yes","","","","","","","No","No","Yes","Yes","Yes","","$75,000 - $100,000","Male","Master's Degree","Married (w/kids)","Yes",1,1,1,1
5748,1989,"Female","$25,001 - $50,000","Married (no kids)","Current Undergraduate","No","Yes","No","No","No","No","Public","Yes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Tunes","Technology","No","Yes","No","Yes","No","Demanding","No","PC","Yes","Cautious","Yes","Umm...","Yes","Space","No","In-person","No","No","No","No","Grrr people","Yes","No","Yes","No","Yes","No","No","Yes","Yes","Yes","No","No","Own","Optimist","Mom","No","No","Yes","Yes","Nope","Yes","No","No","Yes","Yes","No","Yes","Yes","No","No","$25,001 - $50,000","Female","Current Undergraduate","Married (no kids)","No",1,1,1,1
5750,1953,"Male","over $150,000","Married (w/kids)","Bachelor's Degree","","","","","No","Yes","Private","No","Yes","No","No","Yes","No","Yes","Science","Try first","No","Yes","Yes","","","Yes","Yes","Pragmatist","No","No","","","","","","","","","P.M.","Yes","End","No","No","Me","","","","","No","Mysterious","No","No","","","Yes","No","Yes","No","Yes","Supportive","No","PC","No","","","","No","","","Online","No","Yes","No","Yes","Grrr people","Yes","No","No","Yes","No","No","No","Yes","No","No","Yes","No","Own","Optimist","Dad","No","Yes","No","Yes","Nope","Yes","No","Yes","Yes","Yes","No","Yes","","Yes","Yes","over $150,000","Male","Bachelor's Degree","Married (w/kids)","Yes",1,1,1,1
5751,1999,"Female","$25,001 - $50,000","Single (no kids)","Current K-12","","Yes","","No","Yes","Yes","Public","Yes","No","Yes","No","No","No","Yes","Art","Try first","Yes","Yes","Yes","","","Yes","Yes","Idealist","No","Yes","Hot headed","Standard hours","No","Right","No","No","No","Yes","P.M.","Yes","End","Yes","No","Circumstances","Yes","Yes","No","Yes","Yes","TMI","No","No","Tunes","People","No","Yes","Yes","No","","Supportive","No","","","Risk-friendly","Yes","Yes!","No","Socialize","No","In-person","","Yes","Yes","Yes","Yay people!","Yes","Yes","Yes","Yes","No","Yes","Yes","No","Yes","No","Yes","Yes","Own","Optimist","Mom","Yes","No","Yes","Yes","Nope","No","No","No","No","Yes","Yes","Yes","Yes","No","","$25,001 - $50,000","Female","Current K-12","Single (no kids)","No",1,1,1,1
5768,1980,"Male","$75,000 - $100,000","Single (no kids)","Bachelor's Degree","","","","No","","","","","","","","","","","","Study first","Yes","No","","Yes","Giving","Yes","","","","","","","","","","","","","","No","","Yes","Yes","","No","No","No","No","No","Mysterious","Yes","Yes","Tunes","People","","No","Yes","Yes","Yes","Supportive","","","","","","","","","","","","Yes","Yes","","","","","","","","","","","","","","","","","","","Yes","","","","","","","","","","","","","","$75,000 - $100,000","Male","Bachelor's Degree","Single (no kids)","",1,1,1,1
5773,1995,"Male","$100,001 - $150,000","Single (no kids)","Current K-12","Yes","Yes","No","","No","No","Public","No","Yes","Yes","Yes","No","No","Yes","","Study first","","","No","No","","No","","","","","Cool headed","Standard hours","No","","","Yes","No","Yes","","Yes","End","Yes","No","Me","Yes","Yes","No","Yes","No","Mysterious","No","Yes","Talk","Technology","No","No","Yes","No","Yes","Supportive","Yes","PC","No","Cautious","No","Umm...","No","Space","Yes","In-person","No","No","No","Yes","Yay people!","No","No","Yes","No","","","No","Yes","Yes","No","Yes","No","Own","Pessimist","Dad","Yes","No","No","Yes","Nope","No","No","No","No","No","No","Yes","Yes","No","Yes","$100,001 - $150,000","Male","Current K-12","Single (no kids)","No",1,1,1,1
5779,NA,"Male","","Single (no kids)","High School Diploma","","","","","","","","","","","","","","","","","","","","Yes","","","Yes","","Yes","","","","","","","","","","","","Start","","No","Circumstances","Yes","","","","","","","","","","","","","","","","","","","Risk-friendly","","","","","","","","","","","","","","","","","","","","","","","No","","","","","","","","","","","","","","","","","Yes","No","under $25,000","Male","High School Diploma","Single (no kids)","Yes",0,1,1,1
5781,1996,"Female","over $150,000","Married (w/kids)","Current K-12","","","","","","","","","Yes","Yes","Yes","Yes","Yes","Yes","Science","Try first","Yes","Yes","Yes","Yes","Giving","Yes","Yes","Pragmatist","Yes","No","Hot headed","Odd hours","No","Happy","No","No","No","Yes","A.M.","Yes","End","Yes","No","Circumstances","Yes","No","No","No","No","Mysterious","","Yes","","","Yes","Yes","Yes","Yes","Yes","Demanding","No","Mac","Yes","Cautious","Yes","Yes!","Yes","Socialize","No","In-person","No","No","Yes","Yes","Grrr people","Yes","No","Yes","No","No","Yes","Yes","Yes","Yes","No","No","Yes","Own","Pessimist","Mom","No","No","Yes","Yes","Check!","Yes","No","No","Yes","Yes","No","Yes","No","No","Yes","over $150,000","Female","Current K-12","Married (w/kids)","WTF",1,1,1,1
5790,1996,"Female","under $25,000","Single (no kids)","Current K-12","","","","","","","","","Yes","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Yes","Supportive","","","","Risk-friendly","","Yes!","No","Space","","","","No","Yes","","","","","","","","","Yes","No","","No","No","","Rent","Pessimist","Mom","","","","","","","","No","Yes","","Yes","","","Yes","No","under $25,000","Female","Current K-12","Single (no kids)","Yes",1,1,1,1
5791,1979,"Male","over $150,000","Married (w/kids)","Master's Degree","","Yes","No","Yes","No","No","Private","No","Yes","No","Yes","No","Yes","Yes","Science","Study first","Yes","Yes","Yes","No","Giving","Yes","No","Idealist","No","No","Hot headed","Standard hours","No","Happy","Yes","Yes","No","Yes","P.M.","Yes","Start","Yes","No","Me","No","Yes","No","No","Yes","Mysterious","No","No","Talk","People","Yes","Yes","Yes","No","No","Supportive","Yes","PC","No","Cautious","No","Yes!","No","Socialize","Yes","In-person","Yes","Yes","Yes","Yes","Yay people!","Yes","Yes","No","No","Yes","Yes","Yes","No","Yes","Yes","Yes","No","Own","Pessimist","Mom","No","Yes","No","Yes","Check!","No","No","No","No","Yes","No","Only-child","No","No","No","over $150,000","Male","Master's Degree","Married (w/kids)","WTF",1,1,1,1
5798,1970,"Female","$100,001 - $150,000","Married (w/kids)","Master's Degree","","","","","","","","","No","No","Yes","Yes","Yes","Yes","Art","Try first","No","Yes","Yes","Yes","Giving","No","No","Pragmatist","No","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No","Yes","No","Yes","Yes","","","","","","","","","","","","","","","","","","Yes","Yes","No","Yes","No","$100,001 - $150,000","Female","Master's Degree","Married (w/kids)","Yes",1,1,1,1
5803,NA,"Male","","Single (no kids)","Bachelor's Degree","","No","No","Yes","Yes","Yes","Private","No","Yes","Yes","Yes","Yes","No","Yes","Science","Study first","No","Yes","Yes","Yes","Giving","Yes","No","Pragmatist","Yes","No","Hot headed","Odd hours","Yes","Right","No","Yes","Yes","No","P.M.","Yes","End","Yes","Yes","Me","Yes","No","Yes","No","No","TMI","Yes","Yes","Tunes","People","Yes","Yes","Yes","Yes","Yes","Supportive","No","PC","No","Risk-friendly","No","Yes!","No","Space","Yes","In-person","No","No","Yes","Yes","Grrr people","Yes","Yes","No","No","No","Yes","No","No","No","Yes","No","Yes","Rent","Optimist","Dad","Yes","Yes","No","Yes","Check!","Yes","No","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","$25,001 - $50,000","Male","Bachelor's Degree","Single (no kids)","Yes",0,1,1,1
5806,1981,"Male","under $25,000","Single (no kids)","Current Undergraduate","Yes","Yes","No","No","No","No","Public","No","Yes","No","Yes","Yes","Yes","Yes","Science","Try first","No","No","No","No","Receiving","No","No","Pragmatist","No","Yes","Cool headed","Odd hours","No","Happy","Yes","Yes","Yes","Yes","P.M.","Yes","End","Yes","Yes","Me","Yes","Yes","No","Yes","No","TMI","No","No","Tunes","Technology","No","Yes","Yes","No","Yes","Supportive","No","PC","Yes","Cautious","No","Yes!","No","Socialize","No","Online","Yes","Yes","Yes","","","","","","","Yes","No","No","","No","","","","","","","","","","","","","","No","Yes","No","No","Yes","No","No","Yes","under $25,000","Male","Current Undergraduate","Single (no kids)","No",1,1,1,1
5807,1949,"Male","$75,000 - $100,000","Married (w/kids)","Bachelor's Degree","","","","","No","Yes","Public","No","","No","","","","Yes","Science","Try first","Yes","","","","","","","","","","","","","","","","","","","Yes","Start","Yes","Yes","","Yes","","Yes","No","Yes","","","","Tunes","People","","","No","No","No","Supportive","","PC","No","Cautious","No","Yes!","No","Space","No","In-person","Yes","Yes","Yes","No","Yay people!","Yes","Yes","","","","","No","Yes","No","No","","","Own","Optimist","","Yes","","","No","Check!","Yes","","No","Yes","Yes","","Yes","","","Yes","$75,000 - $100,000","Male","Bachelor's Degree","Married (w/kids)","",1,1,1,1
5808,1977,"Female","over $150,000","Married (w/kids)","Master's Degree","Yes","Yes","No","No","No","No","Public","No","Yes","No","Yes","Yes","Yes","Yes","Science","Study first","Yes","No","No","No","Giving","No","No","Pragmatist","No","Yes","Hot headed","Standard hours","No","Right","Yes","Yes","No","Yes","P.M.","No","Start","No","No","Me","Yes","No","No","Yes","No","TMI","Yes","Yes","Tunes","Technology","No","Yes","Yes","No","Yes","Supportive","Yes","PC","Yes","Risk-friendly","Yes","Yes!","No","Space","Yes","Online","No","No","Yes","Yes","Grrr people","Yes","Yes","Yes","No","Yes","Yes","Yes","No","Yes","No","No","No","Own","Pessimist","Mom","Yes","Yes","Yes","Yes","Check!","Yes","No","No","Yes","Yes","Yes","Yes","No","No","No","over $150,000","Female","Master's Degree","Married (w/kids)","No",1,1,1,1
5810,1993,"Male","","Single (no kids)","Current Undergraduate","","","","","","","","No","Yes","No","No","No","Yes","Yes","Science","Study first","Yes","No","No","Yes","Giving","No","","","","Yes","Cool headed","Odd hours","Yes","Happy","Yes","Yes","","","A.M.","","","","","","","Yes","Yes","","No","Mysterious","","","","","","","","No","No","","","PC","","","","Yes!","Yes","Space","No","In-person","No","","","","","","","","","Yes","","Yes","","Yes","No","No","No","Rent","","Dad","No","","","","Nope","Yes","No","No","Yes","No","Yes","Only-child","No","Yes","No","$50,000 - $74,999","Male","Current Undergraduate","Single (no kids)","Yes",0,1,1,1
5824,1996,"Male","$75,000 - $100,000","Single (no kids)","Current Undergraduate","","","","","","","","","","","","","","","","","","","","","","","","","","","","Standard hours","No","Happy","No","No","No","Yes","P.M.","Yes","End","","Yes","Circumstances","","No","No","","No","Mysterious","","","","People","","","","","","Demanding","","","Yes","Risk-friendly","","","No","","","In-person","No","No","Yes","Yes","Grrr people","Yes","No","Yes","No","","No","No","Yes","","No","No","Yes","","Pessimist","Mom","","No","Yes","Yes","Nope","","No","No","","Yes","No","Yes","","No","","$75,000 - $100,000","Male","Current Undergraduate","Single (no kids)","No",1,1,1,1
5834,1992,"Male","$50,000 - $74,999","Single (no kids)","Associate's Degree","","","","","","","Private","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","$50,000 - $74,999","Male","Associate's Degree","Single (no kids)","",1,1,1,1
5843,1947,"Male","$50,000 - $74,999","Married (no kids)","Bachelor's Degree","","No","No","No","Yes","No","Public","No","Yes","No","No","No","No","Yes","Art","Try first","No","No","Yes","Yes","Giving","Yes","Yes","Idealist","No","No","Hot headed","Odd hours","Yes","Happy","No","Yes","Yes","No","P.M.","Yes","End","Yes","No","Me","No","No","No","Yes","Yes","Mysterious","No","Yes","Tunes","Technology","Yes","No","Yes","Yes","No","Supportive","No","PC","Yes","Risk-friendly","No","Umm...","No","Space","No","In-person","No","Yes","Yes","Yes","Grrr people","Yes","No","No","Yes","Yes","No","Yes","No","Yes","No","Yes","No","Own","Optimist","Dad","Yes","Yes","No","Yes","Check!","Yes","No","No","Yes","No","No","Yes","Yes","Yes","Yes","$50,000 - $74,999","Male","Bachelor's Degree","Married (no kids)","Yes",1,1,1,1
5844,1988,"Male","$50,000 - $74,999","Single (no kids)","Bachelor's Degree","","","","","","","","","","","","","","","","","","","","","","","Yes","Idealist","No","No","Cool headed","Standard hours","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Yes","Yay people!","","","","","","","","No","No","Yes","Yes","No","Rent","Optimist","","No","","","","","","","","","","","","","","Yes","$50,000 - $74,999","Male","Bachelor's Degree","Single (no kids)","",1,1,1,1
5847,1986,"Male","$25,001 - $50,000","Single (no kids)","Associate's Degree","","","Yes","","No","No","Public","No","No","Yes","","Yes","Yes","","Art","Study first","No","No","No","Yes","Giving","Yes","No","Idealist","Yes","No","Cool headed","Odd hours","No","Happy","Yes","Yes","No","No","P.M.","Yes","Start","Yes","Yes","Me","Yes","No","","No","","","","Yes","","","","","","","","","","","","Risk-friendly","","Yes!","No","Socialize","No","In-person","No","No","Yes","Yes","Yay people!","No","No","Yes","","","","","","","","","","","","","","","","","","","","","","","","","","","No","$25,001 - $50,000","Male","Associate's Degree","Single (no kids)","",1,1,1,1
5852,1999,"Female","","Single (no kids)","Current K-12","","","","","","","","","","","","","","","","","Yes","Yes","","Yes","Giving","Yes","","","","","","","","","","","","","","No","","No","Yes","","Yes","","","No","No","","No","No","Tunes","People","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Rent","Optimist","","No","Yes","Yes","","","","","","","","","","","","","$100,001 - $150,000","Female","Current K-12","Single (no kids)","",0,1,1,1
